id,title,country_name
5001,Before Night Falls,United States of America
8358,Cast Away,United States of America
5994,The Family Man,United States of America
25520,The House of Mirth,United Kingdom
25520,The House of Mirth,France
25520,The House of Mirth,Germany
25520,The House of Mirth,United States of America
1493,Miss Congeniality,United States of America
25660,Nowhere to Hide,South Korea
134,"O Brother, Where Art Thou?",France
134,"O Brother, Where Art Thou?",United Kingdom
134,"O Brother, Where Art Thou?",United States of America
62677,Songcatcher,United States of America
21991,State and Main,France
21991,State and Main,United States of America
10577,Dracula 2000,United States of America
21355,All the Pretty Horses,United States of America
29122,An Everlasting Piece,United States of America
11973,Thirteen Days,United States of America
1900,Traffic,Germany
1900,Traffic,United States of America
44853,The Claim,United Kingdom
44853,The Claim,Canada
44853,The Claim,France
10873,Shadow of the Vampire,United States of America
26719,House of Games,United States of America
31583,Kill Me Again,United States of America
15739,Annie,United States of America
15413,Don't Tell Mom the Babysitter's Dead,United States of America
2623,An Officer and a Gentleman,United States of America
11209,The Alamo,United States of America
13715,At Close Range,United States of America
19108,Breaker! Breaker!,United States of America
8043,Breakheart Pass,United States of America
43258,Friendly Persuasion,United States of America
10655,Gettysburg,United States of America
75490,Imaginary Crimes,United States of America
42261,Rancho Deluxe,United States of America
34794,The St  Francisville Experiment,United States of America
9989,Antitrust,Canada
9989,Antitrust,United States of America
18828,Double Take,United States of America
9816,Save the Last Dance,United States of America
20637,Panic,United States of America
5955,The Pledge,United States of America
125498,Kids World,
77825,The Personals,Taiwan
220976,The Amati Girls,United States of America
66599,Love Field,United States of America
17474,The Man in the Moon,United States of America
11191,Mystic Pizza,United States of America
2613,Prelude to a Kiss,United States of America
22021,Coffy,United States of America
22048,Foxy Brown,United States of America
17006,I'm Gonna Git You Sucka,United States of America
26333,Untamed Heart,United States of America
16723,Sugar & Spice,United States of America
2018,The Wedding Planner,United States of America
31768,Amy,Australia
287991,Dog Run,
47595,Faithless,Finland
47595,Faithless,Germany
47595,Faithless,Italy
47595,Faithless,Norway
47595,Faithless,Sweden
18856,The Invisible Circus,United States of America
10499,The Legend of Rita,Germany
37949,A Monkey's Tale,Hungary
37949,A Monkey's Tale,France
37949,A Monkey's Tale,United Kingdom
37949,A Monkey's Tale,Germany
83500,Two Ninas,
47943,"Harry, He's Here To Help",France
74340,Amazing Grace and Chuck,United States of America
5709,Amazon Women on the Moon,United States of America
11215,Baby Boom,United States of America
26477,Back to the Beach,United States of America
10937,Barfly,United States of America
4639,Best Seller,United States of America
96,Beverly Hills Cop II,United States of America
90,Beverly Hills Cop,United States of America
11028,The Big Easy,United States of America
57240,Big Shots,
67307,The Big Town,United States of America
19324,Born in East L.A.,United States of America
19933,The Brave Little Toaster,United States of America
12919,Can't Buy Me Love,United States of America
15785,Cherry 2000,United States of America
31701,Cop,United States of America
31563,Critical Condition,United States of America
12506,Cry Freedom,United Kingdom
89992,Curse,Hong Kong
70199,Dead of Winter,United States of America
39507,The Dead,Ireland
39507,The Dead,United Kingdom
39507,The Dead,United States of America
62185,Death Before Dishonor,United States of America
24826,Disorderlies,United States of America
30994,Dogs in Space,Australia
17159,Eddie Murphy Raw,United States of America
10110,Empire of the Sun,United States of America
18935,Ernest Goes to Camp,United States of America
764,The Evil Dead,United States of America
20287,Extreme Prejudice,United States of America
26964,Family Viewing,Canada
71881,Five Corners,United Kingdom
71881,Five Corners,United States of America
15658,Flowers in the Attic,United States of America
4918,The Fourth Protocol,United Kingdom
28368,Gardens of Stone,United States of America
58084,Julia and Julia,
52780,The Glass Menagerie,
48149,"Good Morning, Babylon",France
48149,"Good Morning, Babylon",Italy
48149,"Good Morning, Babylon",United States of America
26156,Hiding Out,
34101,Hollywood Shuffle,
32054,Hope and Glory,United Kingdom
32054,Hope and Glory,United States of America
14464,Hot Pursuit,Mexico
14464,Hot Pursuit,United States of America
65501,Housekeeping,United States of America
32227,Hunk,United States of America
2614,Innerspace,United States of America
40962,Ironweed,United States of America
12704,Ishtar,United States of America
580,Jaws: The Revenge,United States of America
24828,Leonard Part 6,United States of America
13703,Less Than Zero,United States of America
36914,Like Father Like Son,United States of America
1547,The Lost Boys,United States of America
42010,Made in Heaven,United States of America
2608,Maid to Order,United States of America
32058,Making Mr. Right,United States of America
10019,Mannequin,United States of America
11649,Masters of the Universe,United States of America
84499,Million Dollar Mystery,United States of America
13509,The Monster Squad,United States of America
63639,A Month in the Country,United Kingdom
30175,Morgan Stewart's Coming Home,United States of America
51521,My Demon Lover,United States of America
34379,No Man's Land,United States of America
22915,North Shore,United States of America
24940,Head Over Heels,United States of America
37302,Left Behind,Canada
10984,Valentine,United States of America
843,In the Mood for Love,China
843,In the Mood for Love,Hong Kong
121091,Fever,
318,The Million Dollar Hotel,United States of America
318,The Million Dollar Hotel,Germany
12806,Nico and Dani,Spain
9740,Hannibal,United Kingdom
9740,Hannibal,United States of America
10878,Saving Silverman,United States of America
47588,Signs & Wonders,Greece
47588,Signs & Wonders,France
10697,The Taste of Others,France
7093,Vatel,Belgium
7093,Vatel,France
7093,Vatel,United Kingdom
16300,Down to Earth,United States of America
19405,Recess: School's Out,United States of America
1921,Sweet November,United States of America
44412,Company Man,France
44412,Company Man,United Kingdom
44412,Company Man,United States of America
21620,The Price of Milk,New Zealand
23685,Monkeybone,United States of America
12138,3000 Miles to Graceland,United States of America
48217,The Widow of Saint-Pierre,France
48217,The Widow of Saint-Pierre,Canada
6073,The Mexican,Mexico
6073,The Mexican,United States of America
39180,See Spot Run,Australia
39180,See Spot Run,United States of America
35569,Carman: The Champion,
25208,The Caveman's Valentine,United States of America
82103,"Me, You, Them",Brazil
19513,Series 7: The Contenders,United States of America
2749,15 Minutes,Germany
2749,15 Minutes,United States of America
10050,Get Over It,United States of America
17203,Blow Dry,Germany
17203,Blow Dry,United States of America
17203,Blow Dry,United Kingdom
168485,Hit and Runway,
95682,Long Night's Journey Into Day,
54968,Simon Magus,
49929,When Brendan Met Trudy,Ireland
49929,When Brendan Met Trudy,United Kingdom
2302,Avalon,United States of America
32686,Gray's Anatomy,United States of America
13889,Madadayo,Japan
6028,The Mirror Crack'd,United Kingdom
51802,Of Mice and Men,United States of America
42148,Pixote,Brazil
29492,Reform School Girls,United States of America
25447,Tapeheads,
28410,Tuff Turf,United States of America
38545,The Unbelievable Truth,United States of America
19490,The Bishop's Wife,United States of America
31151,Elvis That's the Way It Is,United States of America
1888,The Fortune Cookie,United States of America
38805,Lilies of the Field,United States of America
16618,Hans Christian Andersen,United States of America
2428,The Greatest Story Ever Told,United States of America
22013,Elmer Gantry,United States of America
15598,Alfie,United Kingdom
43332,Demetrius and the Gladiators,United States of America
62127,The Fantasticks,United States of America
56137,I Know Where I'm Going!,United Kingdom
17965,The Abominable Dr. Phibes,United Kingdom
17965,The Abominable Dr. Phibes,United States of America
29067,"Die, Monster, Die!",United Kingdom
29067,"Die, Monster, Die!",United States of America
33250,Real Life,United States of America
14460,Battle Beyond the Stars,United States of America
17466,Death Warrant,Canada
17466,Death Warrant,United States of America
9594,Double Impact,United States of America
35976,The End,United States of America
4986,Fuzz,United States of America
2453,Harley Davidson and the Marlboro Man,United States of America
33676,Losin' It,Canada
33676,Losin' It,United States of America
4587,Mermaids,United States of America
31004,The Mighty Quinn,United States of America
125099,Unmade Beds,
27859,Rated X,United States of America
11454,Manhunter,United States of America
38718,Reversal of Fortune,Japan
38718,Reversal of Fortune,United Kingdom
38718,Reversal of Fortune,United States of America
4192,Death on the Nile,United Kingdom
11607,DeepStar Six,United States of America
14052,Revenge of the Nerds,United States of America
16889,Revenge of the Nerds II: Nerds in Paradise,United States of America
39934,Longtime Companion,United States of America
26580,4 Little Girls,United States of America
21309,River's Edge,United States of America
16263,Girls Just Want to Have Fun,United States of America
4985,The Longest Yard,United States of America
20704,Necessary Roughness,United States of America
23730,C.H.U.D.,United States of America
853,Enemy at the Gates,Ireland
853,Enemy at the Gates,United States of America
853,Enemy at the Gates,Germany
853,Enemy at the Gates,United Kingdom
10877,Exit Wounds,Canada
10877,Exit Wounds,United States of America
5257,The Dish,Australia
77,Memento,United States of America
20322,The Brothers,United States of America
10833,Heartbreakers,United States of America
20309,Say It Isn't So,United States of America
125093,Too Much Sleep,
12658,Someone Like You...,United States of America
10054,Spy Kids,United States of America
10646,Tomcats,United States of America
2575,The Tailor of Panama,Ireland
2575,The Tailor of Panama,United States of America
55,Amores perros,Mexico
65075,Keep the River on Your Right: A Modern Cannibal Tale,United States of America
44379,The Gleaners & I,France
2043,Along Came a Spider,Canada
2043,Along Came a Spider,Germany
2043,Along Came a Spider,United States of America
4133,Blow,United States of America
56715,Just Visiting,France
56715,Just Visiting,United States of America
10991,Pokémon: Spell of the Unknown,Japan
15940,Beautiful Creatures,United Kingdom
26791,Brigham City,United States of America
44069,The Day I Became a Woman,Iran
68894,Shadow Magic,China
68894,Shadow Magic,Germany
68894,Shadow Magic,Taiwan
68894,Shadow Magic,United States of America
634,Bridget Jones's Diary,France
634,Bridget Jones's Diary,Ireland
634,Bridget Jones's Diary,United Kingdom
634,Bridget Jones's Diary,United States of America
10956,Joe Dirt,United States of America
19366,Josie and the Pussycats,Canada
19366,Josie and the Pussycats,United States of America
136558,Kingdom Come,
28308,The Body,United States of America
28308,The Body,Israel
28308,The Body,Germany
9519,Chopper,Australia
13898,The Circle,Iran
196280,Lakeboat,
9290,Crocodile Dundee in Los Angeles,Australia
9290,Crocodile Dundee in Los Angeles,United States of America
13166,Freddy Got Fingered,United States of America
32590,The Center of the World,United States of America
109472,The Girl,
153141,The Low Down,United Kingdom
52654,The Luzhin Defence,
70282,The Visit,United States of America
47643,Lilies,Canada
111,Scarface,United States of America
32488,Days of Wine and Roses,United States of America
10477,Driven,Australia
10477,Driven,Canada
10477,Driven,United States of America
12484,The Forsaken,United States of America
2144,One Night at McCool's,United States of America
24113,Town & Country,
118052,Rat,United Kingdom
118052,Rat,United States of America
118052,Rat,Ireland
1734,The Mummy Returns,United States of America
38047,Eureka,Japan
38047,Eureka,France
8076,Tuvalu,Germany
4973,Under the Sand,France
8095,Cleopatra,United Kingdom
8095,Cleopatra,United States of America
8095,Cleopatra,Switzerland
849,Krull,Spain
849,Krull,United Kingdom
849,Krull,Italy
849,Krull,United States of America
27223,Lost in America,United States of America
2981,The Lost World,United States of America
39266,Triumph of the Will,Germany
31863,True Believer,United States of America
11307,The World According to Garp,United States of America
46498,Candy,France
46498,Candy,Italy
46498,Candy,United States of America
11163,Fellini Satyricon,Italy
11163,Fellini Satyricon,France
11035,Roma,Italy
18691,Frankie and Johnny,United States of America
3784,Frankie and Johnny,United States of America
78133,A Home of Our Own,United States of America
22829,Paris When It Sizzles,United States of America
35717,Pola X,France
35717,Pola X,Germany
35717,Pola X,Japan
35717,Pola X,Switzerland
11936,City of Women,France
11936,City of Women,Italy
25221,For the Boys,United States of America
19494,Nine to Five,United States of America
40842,Norma Rae,United States of America
19357,Summer Rental,United States of America
33743,"The 5,000 Fingers of Dr. T.",United States of America
32924,Catchfire,
9062,Love Story,United States of America
11174,Pelle the Conqueror,Denmark
11174,Pelle the Conqueror,Sweden
934,Rififi,France
9476,A Knight's Tale,United States of America
37691,Bread and Roses,United Kingdom
37691,Bread and Roses,France
37691,Bread and Roses,Germany
37691,Bread and Roses,Spain
37691,Bread and Roses,Italy
37691,Bread and Roses,Switzerland
115810,Calle 54,Spain
115810,Calle 54,Italy
115810,Calle 54,France
115810,Calle 54,Mexico
115810,Calle 54,Belgium
10613,The King Is Alive,Denmark
10613,The King Is Alive,Sweden
10613,The King Is Alive,United States of America
19094,Sordid Lives,United States of America
14268,Startup.com,United States of America
5852,Angel Eyes,United States of America
808,Shrek,United States of America
49453,Fast Food Fast Women,France
49453,Fast Food Fast Women,Italy
49453,Fast Food Fast Women,United States of America
824,Moulin Rouge!,Australia
824,Moulin Rouge!,United States of America
37558,Little Brothers,France
676,Pearl Harbor,United States of America
88727,Bloody Angels,Norway
26813,Himalaya,France
26813,Himalaya,Nepal
26813,Himalaya,Switzerland
26813,Himalaya,United Kingdom
29572,The Man Who Cried,France
29572,The Man Who Cried,United Kingdom
48109,Our Song,United States of America
291675,Gabriela,
50541,Ice Castles,
26255,Love Potion No. 9,United States of America
22414,Postcards from the Edge,United States of America
43329,Apache,United States of America
42233,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",United States of America
1406,City Slickers,United States of America
13554,Eight Men Out,United States of America
17664,The Horse Soldiers,United States of America
66035,The Kentuckian,United States of America
41050,La Notte,Italy
41050,La Notte,France
1632,Mississippi Burning,United States of America
966,The Magnificent Seven,United States of America
12639,Return of the Seven,Spain
12639,Return of the Seven,United States of America
301,Rio Bravo,United States of America
31527,The Scarlet Empress,United States of America
4988,Semi-Tough,United States of America
12623,Suspect,United States of America
11896,Throw Momma from the Train,United States of America
25538,Yi Yi,Taiwan
25538,Yi Yi,Japan
17971,Midnight Madness,United States of America
6498,Nightwatch,Denmark
5923,The Sand Pebbles,United States of America
15497,Twelve O'Clock High,United States of America
21876,Von Ryan's Express,United States of America
11090,The Animal,United States of America
14034,What's the Worst That Could Happen?,United States of America
21056,Big Eden,United States of America
9397,Evolution,United States of America
9705,Swordfish,Australia
9705,Swordfish,United States of America
26475,The Anniversary Party,United States of America
56934,Bride of the Wind,
29937,Divided We Fall,Czech Republic
49922,Whatever Happened to Harold Smith?,United Kingdom
49922,Whatever Happened to Harold Smith?,United States of America
10364,Catch-22,United States of America
32458,Forgotten Silver,New Zealand
1089,Point Break,United States of America
38043,Shag,United Kingdom
38043,Shag,United States of America
9967,Uncommon Valor,United States of America
17494,Unlawful Entry,Japan
17494,Unlawful Entry,United States of America
17465,Youngblood,United States of America
759,Gentlemen Prefer Blondes,United States of America
10297,How to Marry a Millionaire,United States of America
29393,Macabre,United States of America
10653,The Seven Year Itch,United States of America
21468,There's No Business Like Show Business,United States of America
9576,Tootsie,United States of America
22323,The Boys Next Door,United States of America
31935,Too Late the Hero,United States of America
126881,The Trio,Germany
52616,Pavilion of Women,
10865,Atlantis: The Lost Empire,United States of America
1995,Lara Croft: Tomb Raider,United States of America
10808,Dr. Dolittle 2,United States of America
9799,The Fast and the Furious,Germany
9799,The Fast and the Furious,United States of America
644,A.I. Artificial Intelligence,United States of America
16161,Baby Boy,United States of America
10691,Crazy/Beautiful,United States of America
10615,Pootie Tang,United States of America
47596,Snow days,United States of America
21488,Funny Felix,France
59733,Down from the Mountain,
271462,Russian Doll,Australia
11826,Sexy Beast,Spain
11826,Sexy Beast,United Kingdom
24470,"South of Heaven, West of Hell",
9301,The Princess and the Warrior,Germany
11444,The Closet,France
15564,Wolves,Canada
15564,Wolves,United States of America
60670,The Crimson Rivers,France
55551,Lumumba,
40880,Pandaemonium,United Kingdom
10992,Cats & Dogs,United States of America
2140,Kiss of the Dragon,France
2140,Kiss of the Dragon,United States of America
4248,Scary Movie 2,Canada
4248,Scary Movie 2,United States of America
17612,Lost and Delirious,Canada
3134,Baise-moi,France
34899,The Vertical Ray of the Sun,Vietnam
34899,The Vertical Ray of the Sun,Germany
34899,The Vertical Ray of the Sun,France
8217,Alice,United States of America
22478,Another Woman,United States of America
26483,Beach Blanket Bingo,United States of America
24382,Big Deal on Madonna Street,Italy
11286,The Cannonball Run,United States of America
11950,Cannonball Run II,United States of America
12236,Speed Zone,United States of America
36245,Diary of a Chambermaid,France
36245,Diary of a Chambermaid,Italy
43342,Donovan's Brain,United States of America
15875,Donovan's Reef,United States of America
26573,Dr. Goldfoot and the Bikini Machine,United States of America
23439,House of Usher,United States of America
10728,Faust,Germany
5991,The Last Laugh,Germany
11697,The Man Who Shot Liberty Valance,United States of America
6106,Salvador,United Kingdom
6106,Salvador,United States of America
22477,September,United States of America
19200,Shadows and Fog,United States of America
11300,Something Wild,United States of America
16211,The Sons of Katie Elder,United States of America
28650,The Thing with Two Heads,United States of America
42780,Village of the Giants,United States of America
32569,X: The Man with the X-Ray Eyes,United States of America
20075,Nice Dreams,United States of America
28430,The Day the Earth Caught Fire,United Kingdom
28794,The House by the Cemetery,Italy
20197,Things Are Tough All Over,United States of America
43316,All That Heaven Allows,United States of America
34689,The Barefoot Contessa,United States of America
34689,The Barefoot Contessa,Italy
25690,The Blackout,France
25690,The Blackout,United States of America
10238,Cries and Whispers,Sweden
18929,The Entertainer,United Kingdom
4789,The Garden of the Finzi-Continis,Italy
32595,Howling III: The Marsupials,Australia
18030,Kiss Me Deadly,United States of America
18988,The Lion in Winter,United Kingdom
11536,The Misfits,United States of America
10339,Moby Dick,United States of America
39875,Popcorn,United States of America
50031,Rembrandt,United Kingdom
976,Sweet Smell of Success,United States of America
69605,Written on the Wind,United States of America
65632,The 10th Victim,Italy
65632,The 10th Victim,France
29471,Colonel Redl,Hungary
29471,Colonel Redl,Serbia
29471,Colonel Redl,Austria
29471,Colonel Redl,Germany
4780,Obsession,United States of America
11906,Suspiria,Italy
11713,Fist of Fury,Hong Kong
9589,Christiane F.,Germany
12481,The Big Boss,Hong Kong
13333,Game of Death,Hong Kong
13333,Game of Death,United States of America
13938,The Last Dragon,United States of America
10540,Outland,United Kingdom
9462,The Way of the Dragon,Hong Kong
82623,T-Rex: Back to the Cretaceous,
2114,Final Fantasy: The Spirits Within,Japan
2114,Final Fantasy: The Spirits Within,United States of America
8835,Legally Blonde,United States of America
11371,The Score,Germany
11371,The Score,United States of America
78248,Adanggaman,Cote D'Ivoire
78248,Adanggaman,Burkina Faso
78248,Adanggaman,France
78248,Adanggaman,Italy
78248,Adanggaman,Switzerland
9517,Bully,United Kingdom
9517,Bully,United States of America
9517,Bully,France
25985,Jump Tomorrow,United Kingdom
25985,Jump Tomorrow,United States of America
15745,Made,United States of America
24977,Michael Jordan to the Max,United States of America
36107,More,United States of America
113271,Thrill Ride: The Science of Fun,United States of America
58904,Haunted Castle,
103489,All Access: Front Row. Backstage. Live!,
13794,Africa: The Serengeti,United States of America
13795,Alaska: Spirit of the Wild,United States of America
103488,Encounter in the Third Dimension,United States of America
103488,Encounter in the Third Dimension,Belgium
73482,Siegfried & Roy: The Magic Box,
38965,18 Again!,United States of America
47817,1969,United States of America
31052,The Accidental Tourist,United States of America
10868,The Accused,Canada
10868,The Accused,United States of America
9395,Above the Law,Hong Kong
9395,Above the Law,United States of America
14506,The Adventures of Baron Munchausen,Italy
14506,The Adventures of Baron Munchausen,United Kingdom
5333,Apartment Zero,Argentina
5333,Apartment Zero,United Kingdom
4281,Appointment with Death,United Kingdom
2,Ariel,Finland
26044,Arthur 2: On the Rocks,United States of America
59797,Bad Dreams,United States of America
14911,Bat*21,United States of America
15592,Beaches,United States of America
15267,The Beast of War,United States of America
12710,Big Business,United States of America
30502,Big Top Pee-wee,United States of America
19382,Biloxi Blues,United States of America
24679,Bird,United States of America
9599,The Blob,United States of America
94440,The Boost,
17170,"Bright Lights, Big City",Japan
17170,"Bright Lights, Big City",United States of America
18509,Caddyshack II,United States of America
110428,Camille Claudel 1915,France
34604,Casual Sex?,United States of America
14441,Clean and Sober,United States of America
7520,Cocktail,United States of America
10126,Colors,United States of America
9602,Coming to America,United States of America
23752,The Couch Trip,United States of America
41952,Criminal Law,United States of America
3980,Critters,United States of America
10127,Critters 2,United States of America
12702,Critters 3,United States of America
27397,Crossing Delancey,United States of America
9748,D.O.A.,United States of America
40095,Dead Heat,United States of America
10651,The Dead Pool,United States of America
10141,Dirty Rotten Scoundrels,United States of America
27362,Drowning by Numbers,United Kingdom
27362,Drowning by Numbers,Netherlands
5680,"Elvira, Mistress of the Dark",United States of America
26386,Ernest Saves Christmas,United States of America
34053,Everybody's All-American,United States of America
25884,Feds,United States of America
26355,For Keeps,United States of America
10675,Frantic,France
10675,Frantic,United States of America
38982,Fresh Horses,United States of America
10130,Gorillas in the Mist,United States of America
2617,The Great Outdoors,United States of America
38615,Heartbreak Hotel,United States of America
21362,High Spirits,United Kingdom
21362,High Spirits,United States of America
30690,Hot to Trot,United States of America
75889,The House on Carroll Street,
38500,Howling IV: The Original Nightmare,United Kingdom
26723,Imagine: John Lennon,United States of America
20443,Johnny Be Good,United States of America
49365,Lady in White,United States of America
11347,The Lair of the White Worm,United Kingdom
12144,The Land Before Time,Ireland
12144,The Land Before Time,United States of America
13704,License to Drive,United States of America
12505,Little Nikita,United States of America
41963,Masquerade,United States of America
13482,The Milagro Beanfield War,United States of America
34014,Moon Over Parador,United States of America
29739,Moving,United States of America
12120,My Stepmother is an Alien,United States of America
47818,A Night in the Life of Jimmy Reardon,United States of America
38617,Off Limits,United States of America
3543,Bagdad Cafe,Germany
3543,Bagdad Cafe,United States of America
51321,Permanent Record,
9604,Red Heat,United States of America
24929,Return of the Living Dead Part II,United States of America
10925,The Return of the Living Dead,United States of America
13965,Return to Snowy River,Australia
24266,The Man from Snowy River,Australia
58434,Rocket Gibraltar,United States of America
18197,Running on Empty,United States of America
70842,Salome's Last Dance,United Kingdom
70842,Salome's Last Dance,United States of America
38909,Salsa,United States of America
17126,Satisfaction,United States of America
11503,The Serpent and the Rainbow,United States of America
38558,Shakedown,United States of America
9717,Shoot to Kill,United States of America
11966,Short Circuit 2,United States of America
2605,Short Circuit,United States of America
8740,The Vanishing,Netherlands
8740,The Vanishing,France
25497,Stormy Monday,United Kingdom
25497,Stormy Monday,United States of America
38560,Sunset,Italy
38560,Sunset,United States of America
50203,Sweet Hearts Dance,United States of America
26798,Switching Channels,United States of America
91445,The Telephone,
41428,Tetsuo: The Iron Man,Japan
8337,They Live,United States of America
47493,To Kill a Priest,France
47493,To Kill a Priest,United States of America
8463,Torch Song Trilogy,
41974,Track 29,United Kingdom
41974,Track 29,United States of America
28176,Tucker: The Man and His Dream,United States of America
9493,Twins,United States of America
26603,Vice Versa,United States of America
33172,Watchers,United States of America
33172,Watchers,Canada
29095,Waxwork,United States of America
12582,Without a Clue,United Kingdom
10001,Young Einstein,Australia
11352,Always,United States of America
12500,American Ninja,United States of America
25678,American Ninja 2: The Confrontation,United States of America
25682,American Ninja 3: Blood Hunt,United States of America
25682,American Ninja 3: Blood Hunt,Canada
25682,American Ninja 3: Blood Hunt,South Africa
32049,Best of the Best 2,United States of America
45225,The Big Picture,United States of America
1648,Bill & Ted's Excellent Adventure,United States of America
4105,Black Rain,United States of America
22711,Blaze,United States of America
19124,Blind Fury,United States of America
69828,Breaking In,United States of America
53150,C.H.U.D. II: Bud the Chud,United States of America
10142,Casualties of War,Thailand
10142,Casualties of War,United States of America
3064,Chances Are,United States of America
86093,Cookie,United States of America
10134,Cyborg,United States of America
21291,Dad,United States of America
4925,Dead Bang,United States of America
30352,Disorganized Crime,United States of America
15142,Dream a Little Dream,United States of America
14550,The Dream Team,United States of America
32075,A Dry White Season,United States of America
2210,Earth Girls Are Easy,United Kingdom
2210,Earth Girls Are Easy,United States of America
25005,Eddie and the Cruisers II: Eddie Lives!,Canada
25005,Eddie and the Cruisers II: Eddie Lives!,United States of America
21721,Eddie and the Cruisers,United States of America
116014,Enemies: A Love Story,Canada
116014,Enemies: A Love Story,United States of America
11828,Erik the Viking,Sweden
11828,Erik the Viking,United Kingdom
55699,The Experts,United States of America
55699,The Experts,Canada
10551,Family Business,United States of America
20713,Farewell to the King,United States of America
27461,Fat Man and Little Boy,United States of America
41969,The Girl in a Swing,United States of America
1380,Gleaming the Cube,United States of America
19157,Going Overboard,United States of America
11465,Great Balls of Fire!,United States of America
17190,Gross Anatomy,United States of America
55059,Happy Together,United States of America
9085,Harlem Nights,United States of America
17819,Her Alibi,United States of America
46786,Homer and Eddie,United States of America
14776,How to Get Ahead in Advertising,United Kingdom
59585,Immediate Family,United States of America
32855,In Country,
29185,An Innocent Man,United States of America
39787,Jacknife,United States of America
32059,The January Man,United States of America
505,Johnny Handsome,United States of America
4486,Jesus of Montreal,Canada
4486,Jesus of Montreal,France
10345,K-9,United States of America
10222,Kickboxer,United States of America
12774,Last Exit to Brooklyn,Germany
12774,Last Exit to Brooklyn,United Kingdom
12774,Last Exit to Brooklyn,United States of America
14621,Lean On Me,United States of America
19118,Let It Ride,United States of America
14372,Leviathan,Italy
14372,Leviathan,United States of America
15138,Little Monsters,United States of America
9972,Lock Up,United States of America
9494,Look Who's Talking,United States of America
17362,Loverboy,
9942,Major League,United States of America
8216,Meet the Feebles,New Zealand
4296,Millennium,Canada
4296,Millennium,United States of America
24739,Miracle Mile,United States of America
39197,Miss Firecracker,United States of America
9686,New York Stories,United States of America
27418,Next of Kin,United States of America
39002,No Holds Barred,United States of America
43345,Old Gringo,United States of America
31606,The Package,United States of America
27607,Parents,United States of America
37146,Penn & Teller Get Killed,United States of America
20006,Pink Cadillac,United States of America
8867,The Punisher,United States of America
8867,The Punisher,Australia
12663,Red Scorpion,Namibia
12663,Red Scorpion,United States of America
12663,Red Scorpion,South Africa
331,Jurassic Park III,United States of America
11467,America's Sweethearts,United States of America
327,Brother,United Kingdom
327,Brother,Japan
327,Brother,United States of America
1548,Ghost World,Germany
1548,Ghost World,United Kingdom
1548,Ghost World,United States of America
13403,Hedwig and the Angry Inch,United States of America
869,Planet of the Apes,United States of America
552,Bread and Tulips,Italy
36095,Cure,Japan
33379,Greenfingers,United Kingdom
33379,Greenfingers,United States of America
196859,Jackpot,
47574,The Monkey's Mask,Australia
2171,Wet Hot American Summer,United States of America
87462,Relentless,United States of America
20307,Renegades,United States of America
19142,The Return of Swamp Thing,United States of America
41946,The Return of the Musketeers,France
41946,The Return of the Musketeers,Spain
41946,The Return of the Musketeers,United Kingdom
10135,Road House,United States of America
32767,Romero,United States of America
56162,Rosalie Goes Shopping,Germany
56162,Rosalie Goes Shopping,United States of America
24254,Rude Awakening,United States of America
19236,Santa Sangre,Mexico
32261,Scandal,United Kingdom
60276,Scenes from the Class Struggle in Beverly Hills,
12150,Sea of Love,United States of America
11185,"See No Evil, Hear No Evil",United States of America
47045,She's Out of Control,United States of America
18683,Shirley Valentine,United Kingdom
18683,Shirley Valentine,United States of America
12521,Shocker,United States of America
12478,Skin Deep,United States of America
49788,Slaves of New York,United States of America
31083,Some Girls,United Kingdom
31083,Some Girls,United States of America
30666,Stepfather II: Make Room For Daddy,United States of America
30666,Stepfather II: Make Room For Daddy,United Kingdom
25155,The Stepfather,United Kingdom
25155,The Stepfather,United States of America
25155,The Stepfather,Canada
65015,Sweetie,Australia
24077,The Tall Guy,United Kingdom
9618,Tango & Cash,United States of America
16560,Tap,United States of America
31608,Three Fugitives,United States of America
22102,Troop Beverly Hills,United States of America
6951,Turner & Hooch,United States of America
11959,UHF,United States of America
2616,Uncle Buck,United States of America
7091,Vampire's Kiss,United States of America
249,The War of the Roses,United States of America
11342,Warlock,United States of America
183,The Wizard,United States of America
32330,Worth Winning,United States of America
24126,Warlock: The Armageddon,United States of America
8494,Weekend at Bernie's II,United States of America
26535,Billy Liar,United Kingdom
41784,Black Robe,Canada
41784,Black Robe,United States of America
41784,Black Robe,Australia
27431,The Cat o' Nine Tails,Italy
27431,The Cat o' Nine Tails,France
27431,The Cat o' Nine Tails,Germany
2148,The Cotton Club,United States of America
42033,Def-Con 4,Canada
11308,The Hotel New Hampshire,Canada
11308,The Hotel New Hampshire,United Kingdom
11308,The Hotel New Hampshire,United States of America
23239,Idiot Box,Australia
53119,Left Luggage,
31941,Who'll Stop the Rain,United States of America
19317,"Zorro, The Gay Blade",Mexico
27813,Basket Case,United States of America
57745,Orphans,
2057,Original Sin,France
2057,Original Sin,United States of America
9880,The Princess Diaries,United States of America
5175,Rush Hour 2,United States of America
21596,Thomas in Love,Belgium
21596,Thomas in Love,France
41951,Chocolat,Cameroon
41951,Chocolat,France
41951,Chocolat,Germany
11385,Hatari!,United States of America
4484,La Cage aux folles,France
11684,La Cage aux folles II,France
11684,La Cage aux folles II,Italy
44414,Liebestraum,United States of America
44258,Marat/Sade,United Kingdom
20391,Paint Your Wagon,United States of America
