id,title,genero,popularity
12239,Malcolm X, Action   Drama   Thriller ,14.21
122408,Sister Act, Horror ,18.83
12241,Sister Act 2: Back in the Habit, Comedy   Crime   Thriller ,12.99
12242,The Hand that Rocks the Cradle, Animation   Comedy   Family   Action ,6.67
122435,Alive, Drama   Adventure ,8.66
12244,Agnes of God, Action   Adventure   Animation   Science Fiction   Thriller ,3.94
12245,Scent of a Woman, Crime   Mystery   Thriller ,14.51
12246,Wayne's World, History ,10.18
122466,Wayne's World 2,  ,10.93
12247,A League of Their Own, Drama   Thriller ,10.85
122479,Patriot Games,  ,11.08
122487,The Bodyguard, Drama ,9.81
12249,Death Becomes Her, Comedy   Foreign   Drama ,11.02
122492,Far and Away, Documentary   Music ,7.47
12251,Howards End, Action   Comedy   Thriller   Crime   Romance ,10.85
122515,Singles, Comedy ,10.45
122525,Twin Peaks: Fire Walk with Me,  ,8.74
12253,White Men Can't Jump, Action   Drama ,8.8
12254,Buffy the Vampire Slayer, TV Movie   Comedy   Drama   Romance ,4.94
122544,Hard Boiled, Horror ,10.18
12255,Man Bites Dog, Crime   Drama   Thriller ,8.76
12257,El Mariachi, Drama   Comedy   Romance ,9.97
12259,El Mariachi, Action ,9.97
122597,Stop! Or My Mom Will Shoot, Documentary ,14.4
12261,Forever Young, Action   Adventure   Drama   Thriller ,5.05
122619,The Cutting Edge,  ,3.81
12262,Of Mice and Men, Horror ,6.11
12266,Bad Lieutenant, Drama ,6.42
122662,Scream 3, Animation   Science Fiction ,9.74
122671,Single White Female, Drama ,7.25
122677,The Boondock Saints, Horror   Science Fiction ,12.46
12268,The Boondock Saints, Comedy   Mystery ,12.46
122698,Gun Shy, Drama ,6.37
12270,Beloved/Friend, Documentary ,0.6
122709,Gendernauts: A Journey Through Shifting Identities, Drama ,0.07
12271,Knockout, Drama ,0.31
12273,The Baby, Action   Comedy ,1.26
12276,The Brandon Teena Story, Drama   Romance ,0.11
122767,Different for Girls, Thriller ,0.53
12277,Minnie and Moskowitz, Action   Comedy ,2.1
12278,They Might Be Giants, Comedy ,2.3
122787,The Beach, Western ,14.43
12279,The Beach, Action   Adventure   Comedy   Family   Science Fiction ,14.43
122794,Snow Day,  ,6.3
122796,The Tigger Movie, Thriller ,7.02
12280,Cotton Mary, Comedy   Drama ,0.31
122800,Cotton Mary, Mystery   Drama   Action   Crime ,0.31
122804,Cotton Mary, Horror   Thriller ,0.31
12281,Not One Less, Crime   Drama ,1.9
122843,Soft Toilet Seats, Comedy ,0.0
122857,Trois, Thriller   Action   Science Fiction   Horror   Mystery ,0.06
122884,The Big Combo, Drama   Western ,1.79
12289,Conceiving Ada, Adventure   Drama   Action ,0.56
122894,Eaten Alive, Fantasy   Action   Science Fiction   Family ,5.39
122895,Raining Stones, Horror ,1.59
122906,"To Sir, with Love", Comedy   Drama   Science Fiction ,8.14
122917,With Byrd at the South Pole, Action   Adventure   Fantasy ,0.1
122924,Boiler Room, Action   Thriller ,8.52
122928,Hanging Up, Drama ,6.47
122930,Hanging Up, Comedy   Thriller ,6.47
122959,Pitch Black, Documentary ,6.42
122982,The Whole Nine Yards, Horror   Drama ,12.06
123,The Whole Nine Yards, Fantasy   Drama   Animation   Adventure ,12.06
123005,Beautiful People,  ,0.98
123025,Black Tar Heroin: The Dark End of the Street, Action   Animation ,0.23
123047,Blue Collar, Romance   Comedy   Drama ,1.38
123049,Bluebeard, Drama ,0.56
123056,The Circus, Drama   Family ,6.71
123074,City Lights, Documentary ,10.89
123075,The Flamingo Kid, Drama   Thriller   Horror   Crime ,4.42
12308,A Dog's Life, Comedy   Drama   Romance ,1.97
12309,The Kid, Comedy ,8.17
123092,The Man from Laramie, Documentary ,5.68
12310,The Wild McCullochs, Action   Adventure   Comedy   Drama ,0.59
123103,Class Reunion, Horror   Thriller ,2.09
123105,The Big Trees, Horror   Science Fiction   Thriller ,0.97
123107,Happy Go Lovely, Horror   Comedy   Thriller ,0.07
123109,Reindeer Games, Horror   Thriller ,12.12
12311,Wonder Boys, Adventure   Drama   History   Romance ,5.92
12312,Wonder Boys, Comedy ,5.92
12314,Wonder Boys, TV Movie   History   War ,5.92
123182,Wonder Boys, Drama   Action ,5.92
123224,Deterrence, Comedy   TV Movie ,3.68
123229,Judy Berlin, Comedy ,0.32
123235,Mifune, Comedy   Romance ,2.54
123261,Mifune, Drama ,2.54
123277,The Waiting Game, Music ,1.17
123279,3 Strikes, Comedy ,0.65
123283,Chain of Fools,  ,2.24
123295,Drowning Mona, Drama   Romance ,4.37
123320,The Next Best Thing, Documentary ,2.97
123334,What Planet Are You From?, Documentary ,1.99
123337,Beyond the Mat, Science Fiction ,2.69
12335,Ghost Dog: The Way of the Samurai, Adventure   Fantasy   Animation   Comedy   Family   Music ,9.37
123354,The Year My Voice Broke, Drama ,1.33
123359,Splendor in the Grass, Horror   Thriller ,9.74
123360,My Tutor, Documentary ,4.68
123362,The Legend of Lobo, Horror   Mystery   Fantasy   Thriller ,0.02
123366,The Killing of Sister George, Drama ,0.49
123375,Key Largo, Romance   Drama ,7.59
123377,Jail Bait, Drama ,0.51
123389,It Happened Here, Horror ,0.35
123398,I'll Never Forget What's'isname, Documentary ,0.3
123406,For All Mankind, Drama ,3.22
123431,Cross of Iron, Music   Documentary ,9.1
123432,Cross of Iron, Comedy   Romance ,9.1
123452,Bride of the Monster,  ,1.41
123505,Born Yesterday,  ,6.09
123553,Birdy, Action   Adventure   Drama   Mystery   Romance   Fantasy ,16.24
123561,And God Created Woman, Documentary ,2.57
123581,Blood Feast, Documentary   Adventure ,1.78
123592,"Charlie, the Lonesome Cougar",  ,0.44
123601,Color Me Blood Red,  ,0.65
123611,Never Cry Wolf, Comedy ,3.46
123620,The Night Visitor,  ,1.53
123623,The Night Visitor, Romance   Drama ,1.53
123628,The Perils of Pauline, Drama ,0.89
123634,A Raisin in the Sun, Crime   Drama ,2.5
123648,Two Thousand Maniacs!, Drama ,1.68
123665,Brown's Requiem, Drama ,0.28
123678,The Closer You Get, Documentary ,0.43
123680,Mission to Mars, Documentary ,9.02
123690,The Ninth Gate, Comedy   Drama ,11.32
123691,The Ninth Gate,  ,11.32
123707,The Ninth Gate, Romance   Crime   Drama ,11.32
123712,Condo Painting, Comedy   Drama ,0.0
123723,East/West, Romance   Comedy ,1.08
123728,East/West, Drama ,1.08
123730,East/West, Drama ,1.08
123742,East/West,  ,1.08
123757,Defending Your Life, Comedy ,3.71
123763,Breaking Away, Drama   Foreign ,4.81
123770,Hoosiers, Action   Crime   Drama ,6.48
123772,Bull Durham, Drama ,6.92
123777,Dog Day Afternoon, Documentary   Drama ,7.53
123778,American Graffiti, Drama ,9.19
123782,The Asphalt Jungle,  ,12.87
123787,The Searchers, Documentary ,7.8
123833,The Devil's Brigade, Drama   Thriller ,3.01
123846,The Big Country,  ,4.67
123858,Any Number Can Win,  ,1.77
123867,Any Number Can Win, Animation   Comedy   Family   Foreign ,1.77
123868,Betrayed, Adventure   War ,2.81
123879,Betrayed, Drama   Comedy ,2.81
123897,Bound for Glory,  ,3.21
123938,The Bridge at Remagen, Drama   Romance ,3.43
123949,Buck and the Preacher,  ,2.1
12395,Daughters of the Dust, Action   Adventure   Crime   Mystery   Thriller ,1.09
123961,Daughters of the Dust, War   Comedy ,1.09
123964,Destination Moon, Comedy   Drama   Music ,0.94
123969,The Fantastic Night, Horror   Animation ,0.54
123979,Hangmen Also Die!,  ,2.55
124,The Ogre, Drama   Fantasy ,1.55
12400,The Ogre, Drama ,1.55
124013,The Ogre, Crime ,1.55
124019,On the Beach,  ,4.0
124026,Railroaded!, Crime   Drama   Adventure ,1.34
124029,Slaves to the Underground, Comedy ,0.43
12403,Song of Freedom, Thriller   Mystery   Adventure ,0.01
12404,Big Fella, Comedy   Drama   Romance ,0.44
124042,The Taking of Pelham One Two Three, Drama   Mystery ,7.76
12405,Volunteers, Drama   Romance ,7.51
124054,JFK, Horror ,13.81
124057,Who's Harry Crumb?,  ,7.1
124058,Harry and the Hendersons, Drama   Romance ,9.3
124067,Let's Get Harry, Documentary ,0.5
124069,Shanghai Surprise,  ,1.41
12407,Who's That Girl, Drama   Adventure   Crime ,3.78
124071,She-Devil, Documentary ,4.28
124073,Date With an Angel,  ,1.6
124074,Blind Date, Documentary ,6.7
124075,Nadine, Documentary ,7.57
12408,The Muppet Movie, Drama   Mystery   Romance ,6.77
124080,The Great Muppet Caper, Documentary ,8.88
124083,The Muppets Take Manhattan, Drama ,5.89
124085,The Muppets Take Manhattan, Drama   Comedy ,5.89
124088,Sesame Street Presents Follow That Bird, Drama ,1.78
124091,We're Back! A Dinosaur's Story, Comedy   Drama ,13.59
124096,Baby: Secret of the Lost Legend, Thriller   Drama ,1.7
124097,Turtle Diary, Comedy   TV Movie ,0.79
12410,Turtle Diary, Drama ,0.79
124101,Raise the Titanic, Documentary ,2.13
124108,Titanic, Comedy   Drama ,12.91
12411,A Night to Remember, Drama ,6.56
124111,Captain Horatio Hornblower R.N., Adventure   Family   Action   Science Fiction   Comedy ,1.58
124115,The Carriers Are Waiting, Drama   Romance ,0.39
12412,The Carriers Are Waiting, Drama   War ,0.39
124122,The Carriers Are Waiting,  ,0.39
124124,Erin Brockovich, Horror ,10.14
124134,Final Destination, Action   Family   TV Movie ,14.96
124157,Soft Fruit, Action   Crime ,0.09
12416,Babymother, Thriller   Comedy ,0.07
124167,The Bear, Crime   Drama   Action ,4.16
124198,The Bear,  ,4.16
124202,Impact, Comedy ,1.55
124207,Love Is a Many-Splendored Thing,  ,1.55
124210,Mirror, Comedy ,10.12
124217,The Crimson Pirate,  ,2.26
12422,Thelma & Louise, Drama   Foreign ,14.79
124227,Something For Everyone, Action   War ,1.17
12424,...And Justice for All,  ,6.29
124250,Animal House, Adventure   War   Drama ,7.53
12427,She's Gotta Have It, Drama   Thriller ,7.06
124277,School Daze, Drama   Animation ,6.26
12428,Do the Right Thing, Drama ,10.47
12429,Mo' Better Blues, Animation   Family ,2.72
124294,Jungle Fever, Action   Drama   Romance ,7.7
124295,Coogan's Bluff,  ,4.61
124298,The Champ, Comedy ,6.46
124304,Creature Comforts, Romance   Drama ,2.33
124306,Death Wish,  ,12.97
124315,Death Wish 2, Drama ,7.97
12432,Death Wish 3, Romance   Drama ,12.83
12435,Death Wish 4: The Crackdown, Comedy   Drama   Romance ,4.57
12437,Death Wish 5: The Face of Death, Fantasy   Action   Adventure   Science Fiction   Thriller ,3.6
124393,Death Wish 5: The Face of Death, Mystery   Horror ,3.6
1244,Double Indemnity, Music   Drama   Comedy ,6.49
124409,Dying Young, Action   Science Fiction ,10.76
124414,Cool as Ice, Documentary ,2.33
124423,Teenage Mutant Ninja Turtles, Horror ,13.18
124429,Teenage Mutant Ninja Turtles, Western ,13.18
12443,Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Drama ,7.99
12444,Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Adventure   Fantasy   Family ,7.99
12445,Teenage Mutant Ninja Turtles III, Family   Fantasy   Adventure ,8.14
124459,Teenage Mutant Ninja Turtles III, Comedy ,8.14
12446,Red Dawn, Drama ,8.23
124460,Band of the Hand, Drama   Romance ,4.4
124461,Born American, Comedy ,0.29
12447,Bloodsport, Comedy ,8.82
124470,Eyes of Laura Mars, Horror ,3.71
124471,Funny Bones, Drama   Fantasy ,3.21
124472,The Good Earth,  ,1.09
124475,"Good Morning, Vietnam", Drama   Foreign ,9.02
12448,The Good Mother, Adventure   Animation   Family   Romance ,1.94
124480,Grumpy Old Men,  ,7.53
124484,Guess Who's Coming to Dinner, Drama   Thriller   Romance   Foreign ,5.03
12449,Romeo Must Die, Mystery   Thriller   Crime ,8.37
1245,Here On Earth, Drama   Romance ,3.2
12450,Whatever It Takes, Action   Adventure ,3.55
124501,Buddy Boy, Horror   Mystery   Drama ,0.08
124504,The Color of Paradise, Adventure   Comedy ,2.07
124505,Waking the Dead, Comedy ,1.24
124517,Waking the Dead, Drama   Fantasy ,1.24
124521,Blood and Sand, Crime   Drama   Thriller ,1.33
124523,Blood and Sand, Drama ,1.33
124524,Gothic, Thriller ,2.58
124527,Hillbillys in a Haunted House, Crime   Drama ,0.29
12453,Lord of the Flies, Comedy   Drama ,7.6
12454,Modern Times, Comedy   Drama ,8.16
12455,National Lampoon's Last Resort, Drama   Crime ,0.58
12456,Solar Crisis, Drama   Documentary ,0.65
124581,Solar Crisis, Action   Thriller ,0.65
124582,That's Life!, Documentary ,1.39
124597,Heart and Souls, Horror   Science Fiction ,8.45
1246,Hud, Drama ,4.53
124606,The Hustler, Drama ,9.33
124611,Inherit the Wind, Drama   Romance ,6.3
124613,Dersu Uzala, Comedy   Drama ,4.71
124614,Dersu Uzala, Thriller ,4.71
124619,Close Encounters of the Third Kind, Drama ,10.61
124623,The City of the Dead, Documentary ,1.51
124625,Jonah Who Will Be 25 in the Year 2000, Drama ,0.01
124626,Jonah Who Will Be 25 in the Year 2000, Documentary ,0.01
124630,Retroactive, Drama ,2.78
124632,A Place in the Sun, Documentary   Family ,6.66
124633,Jacob's Ladder, Drama ,8.18
124636,Empire Records, Music   Documentary ,7.19
124639,La Bamba,  ,6.48
124642,Ladyhawke, Drama   Romance ,8.16
124645,Lucas, War   Drama ,4.58
124676,High Fidelity, Drama ,8.52
124680,High Fidelity, Romance   Drama ,8.52
1247,The Road to El Dorado, Drama   Thriller   History ,8.76
12470,The Skulls, Drama ,11.36
12471,The Skulls, Drama ,11.36
12472,Autopsy, Comedy   Family   Science Fiction ,0.17
12473,Devil Girl from Mars, Crime   Drama   Music ,1.17
12475,El Dorado, Comedy ,7.07
12476,The Hideous Sun Demon, Action   Horror   Science Fiction   Thriller ,0.4
124762,Hook, Documentary ,14.51
12477,Horror Express, Animation   Drama   War ,12.0
12478,Horror Express, Romance   Comedy   Drama ,12.0
12479,My Chauffeur, Comedy ,0.19
1248,The Son of the Sheik, Crime   Drama   Thriller ,0.14
12480,Torso, Drama   Romance ,2.91
12481,True Grit, Action ,12.5
12482,Roadside Prophets, Comedy   Crime ,3.19
124821,Madame Sousatzka, Drama ,0.55
124829,Max Dugan Returns, Documentary ,1.74
12483,Midnight Express, Drama   Horror   Thriller ,7.19
124834,Midnight Express, Drama ,7.19
124837,Misery, Documentary ,15.02
124839,Mr. Saturday Night, Music   Documentary ,0.99
12484,Murphy's Romance, Action   Adventure   Horror   Thriller ,1.46
124843,My Life, Drama ,3.99
124847,Solaris, Drama ,11.06
12485,Network, Fantasy   Horror ,13.18
124851,No Way Out,  ,11.46
124853,North Dallas Forty, Drama   Action ,5.67
124857,The Odd Couple, Drama   Romance   Foreign ,8.35
12486,The Outlaw Josey Wales, Comedy   Documentary ,5.85
12487,Black and White, Action   Crime   Thriller   Horror ,1.19
12488,Frequency, Thriller ,10.16
12489,Ready to Rumble, Crime   Drama   Comedy ,3.69
1249,Return to Me, Drama   Thriller   Crime ,5.27
12490,Rules of Engagement, Comedy   Thriller ,10.28
124902,Joe Gould's Secret,  ,1.06
124905,Me Myself I, Action   Science Fiction   Thriller ,0.73
12491,"Bell, Book and Candle", Drama ,6.44
12493,The Bells, Mystery   Drama   Thriller   Crime ,0.06
12495,The End of Violence, Fantasy   Family ,1.62
12496,The End of Violence, Action   Drama   Romance ,1.62
124963,The End of Violence, Crime   Drama   War ,1.62
12497,Force 10 from Navarone, Comedy   Drama ,5.05
124972,How to Stuff a Wild Bikini, Drama ,1.28
124979,Mystery Train, Drama ,4.81
12498,Mystery Train, Drama ,4.81
124980,Sacco & Vanzetti, Documentary ,1.56
12499,Sacco & Vanzetti, Comedy   Family ,1.56
124993,Taffin, Drama   Romance ,2.08
124994,Taffin,  ,2.08
124998,Arthur,  ,14.91
1250,Bachelor Party, Thriller   Action   Fantasy   Horror ,5.51
12500,Parenthood, Action   Adventure ,8.1
12501,Predator, Drama   Western   Romance ,18.5
12502,The Prince of Tides, Drama   Thriller ,2.96
125021,The Postman Always Rings Twice,  ,8.05
125025,The Postman Always Rings Twice, Documentary   Foreign ,8.05
12503,Smoking / No Smoking, War   Drama ,0.5
125034,All the Vermeers in New York, Documentary ,0.0
125039,An Actor's Revenge, Crime   Drama ,1.62
12504,28 Days, Action   Crime   Drama   Thriller ,4.76
12505,American Psycho, Drama   Action   Thriller ,13.69
125052,American Psycho, Romance   Crime   Drama ,13.69
12506,Keeping the Faith, Drama ,6.05
125063,Where the Money is, Family   Science Fiction ,8.85
125077,Where the Money is, Fantasy   Family   Comedy ,8.85
12508,Where the Money is, Music   Drama   Comedy ,8.85
125087,Where the Money is, Drama ,8.85
12509,East Is East, Drama   Romance ,5.14
125093,The Filth and the Fury,  ,2.76
125099,Passion of Mind, Comedy ,2.22
1251,Third World Cop, Action   Adventure   Drama   War ,0.0
125103,Coming Apart, Documentary   Foreign ,0.19
125109,Diner, Adventure   Fantasy ,5.08
125114,Shakes the Clown, Family   Adventure   Drama ,2.71
125123,Cabaret, Comedy   Romance ,10.83
125124,What Ever Happened to Baby Jane?,  ,4.86
12513,Prick Up Your Ears, Drama ,3.33
125136,Auntie Mame,  ,1.85
125140,Guys and Dolls, Thriller   Drama ,4.86
125141,The Hunger, Action   Drama ,13.24
125148,Marathon Man,  ,6.01
125150,Caddyshack, Documentary ,10.45
125154,Gossip, Documentary ,8.26
12516,Love & Basketball, Fantasy   Drama   Science Fiction ,5.73
125161,U-571,  ,7.88
125164,U-571, Crime   Drama   Family ,7.88
12517,The Virgin Suicides, Horror ,10.51
12518,Jennifer Eight, Action   Comedy   Romance   Thriller ,4.62
12519,The Law, Comedy   Drama ,0.48
1252,The Law, Drama   Thriller   Crime   Romance ,0.48
12520,Limelight, Comedy   Thriller   Crime   Drama ,10.76
12521,Empire of Passion, Thriller   Comedy   Horror ,1.19
125217,Empire of Passion, Comedy ,1.19
125229,Stacy's Knights, Drama   Action ,0.0
12523,Committed, Drama ,0.89
125232,The Crow: Salvation, Drama ,6.31
125233,The Crow: Salvation, Drama   TV Movie ,6.31
12524,The Flintstones in Viva Rock Vegas, Drama   History   Thriller ,6.05
125249,Where the Heart Is, Action ,5.83
12525,The Big Kahuna, Comedy   Horror   Science Fiction   Thriller ,4.9
125257,Bossa Nova, Drama ,0.58
12526,Bossa Nova, Horror   Thriller ,0.58
125263,Smiling Fish & Goat On Fire, Drama ,0.07
125264,The Idiots, Comedy ,9.17
12527,The Idiots, Comedy   Drama ,9.17
125271,The Idiots, Foreign   Comedy ,9.17
125276,The Idiots, Drama ,9.17
12528,The Idiots, Action   Crime   Drama   History   Thriller ,9.17
12529,The Idiots, Comedy   Western ,9.17
1253,The Last September, Drama   Romance ,0.04
12530,Timecode, Comedy   Drama   Romance ,0.97
125300,Carnosaur, Comedy   Romance ,0.29
125302,Carnosaur 2, Comedy ,0.55
125305,Carnosaur 3: Primal Species,  ,0.83
12531,Defying Gravity, Mystery   Drama   Romance ,1.09
125313,The Hidden, Drama ,5.47
125316,Two Moon Junction, Drama ,2.26
125317,Gladiator, Drama   Foreign ,23.19
125336,Gladiator, Documentary ,23.19
125337,I Dreamed of Africa, Thriller   Romance ,2.77
125344,Up at the Villa, Drama ,0.56
12535,Up at the Villa, Comedy   Music ,0.56
12536,Human Traffic, Crime   Comedy   Family ,4.99
125360,Human Traffic, Romance   Drama ,4.99
12537,Black Tights, Drama   Romance ,0.84
125374,Black Tights,  ,0.84
12538,Breathless, Comedy   Romance ,7.59
125395,The Great Locomotive Chase, Comedy   Crime ,1.88
1254,The Idolmaker, Drama ,0.23
12540,Inferno, Comedy ,4.78
125409,The King of Marvin Gardens, Drama   Thriller   Crime ,1.59
125413,"The Nibelungs, Tale 1: Siegfried", Drama ,1.31
125414,"The Nibelungs, Tale 1: Siegfried", Documentary ,1.31
12542,The Lords of Flatbush, Action   Thriller ,1.39
12543,Mr. Mom, Action   Comedy   Drama   Thriller ,10.69
12544,Time Masters, Comedy   Drama   Foreign ,8.72
12545,Time Masters, Drama   History   Music ,8.72
125458,Time Masters,  ,8.72
125464,Time Masters, Science Fiction   Animation ,8.72
12547,Time Masters, Drama   Comedy   Romance ,8.72
125472,Battlefield Earth,  ,5.28
12548,Center Stage, Comedy   Drama ,10.49
125490,Held Up, Science Fiction   Horror ,2.39
125495,Screwed, Thriller ,5.17
125498,Whipped,  ,0.75
1255,Hamlet, Horror   Drama   Science Fiction ,12.9
125504,Anchors Aweigh, Comedy ,4.35
125506,Blue Hawaii,  ,6.66
125509,The Castaway Cowboy, Horror   Thriller ,0.02
125510,G.I. Blues, Adventure   Animation   Comedy   Fantasy ,1.59
125512,The Gay Deceivers,  ,0.07
125513,Gypsy, Adventure   Animation   Comedy   Fantasy ,2.18
125520,King Creole, Drama ,4.75
125521,On the Town, Adventure   Animation   Comedy   Fantasy ,3.45
125527,One Little Indian, Drama   Romance   Foreign ,0.47
125531,Pee-wee's Big Adventure, Documentary ,11.46
125537,Regret to Inform, Comedy   Romance ,0.17
12554,Roustabout, Crime   Drama   History ,1.05
125541,Saludos Amigos,  ,3.92
125548,The Slipper and the Rose, Comedy   Romance ,2.31
12555,Things Change, Comedy   Drama ,6.27
125550,Honeymoon in Vegas, Drama ,8.57
125553,Dinosaur, Documentary ,10.0
125558,Loser, Comedy   Horror ,6.24
12556,Road Trip, Fantasy   Comedy   Romance ,8.0
125578,Small Time Crooks, Music   Comedy ,9.57
125582,The Hollywood Knights, Drama ,2.6
125587,The Myth Of Fingerprints, Drama ,0.23
12559,Possession, Comedy   Family ,10.51
12560,Possession, Comedy   Drama ,10.51
125607,The Twelve Chairs,  ,3.87
12561,Mission: Impossible II, Action   Adventure   Horror   Science Fiction ,18.97
125619,Mission: Impossible II, Comedy   Documentary   Drama ,18.97
125623,Shanghai Noon, Drama ,10.31
125666,Shanghai Noon, Adventure ,10.31
125673,Better Living Through Circuitry, Action   Western ,0.08
12568,8 ½ Women, Drama   Romance ,1.69
125680,8 ½ Women, Comedy   Drama ,1.69
12569,8 ½ Women, Comedy ,1.69
125695,8 ½ Women, Documentary ,1.69
125696,Carnival of Souls, Comedy ,9.51
1257,Flying Tigers, Comedy ,1.64
125700,Flying Tigers, Drama ,1.64
125705,The Gold Rush, Drama ,6.2
125707,Lisa and the Devil,  ,1.96
125709,Lisa and the Devil, Drama ,1.96
125717,Lisa and the Devil, Drama ,1.96
12572,Lisa and the Devil, Comedy   Drama   Romance ,1.96
125727,It's in the Water, Drama   Action ,0.67
12573,Monsieur Verdoux, Comedy   Drama ,6.47
125736,On Her Majesty's Secret Service, Action   Drama ,9.36
12574,On Her Majesty's Secret Service, Action   Comedy   Family ,9.36
125742,Seven Days in May, Documentary   Foreign ,2.62
125749,The Spy Who Loved Me, Action ,9.78
12575,The Spy Who Loved Me, Comedy   Thriller ,9.78
125759,Those Who Love Me Can Take the Train, TV Movie   War   Drama ,1.16
12576,Vagabond, Drama   Horror   Thriller   War ,2.07
125762,Moonraker,  ,10.58
125764,Moonraker, Foreign ,10.58
125769,Moonraker, Drama   Foreign   Music ,10.58
12577,The Man with the Golden Gun, Crime   Action   Thriller ,12.13
12578,The Man with the Golden Gun, Documentary   Drama ,12.13
12579,A King in New York, Romance   Drama ,4.18
125795,A King in New York, Drama ,4.18
12580,A Woman of Paris, Action   Drama   Fantasy   History   Horror ,1.75
125806,In Old California,  ,0.89
12582,The Fighting Seabees, Comedy   Thriller   Crime   Mystery ,1.58
12583,Dark Command, Drama   Horror ,0.76
125835,Cléo from 5 to 7, Romance   Comedy ,4.48
12584,Cléo from 5 to 7, Action   Adventure   Drama   Western ,4.48
125842,Big Momma's House, Drama ,7.98
125858,Big Momma's House, Drama ,7.98
12586,Running Free, Drama   Romance ,0.48
125873,The Abominable Snowman, Action ,4.72
125874,American Gigolo, Romance   Drama ,11.53
12588,Anguish, Drama ,3.29
125882,The Blood Spattered Bride, Drama ,1.08
125889,City of the Living Dead,  ,8.54
12589,The Endless Summer, Action   Adventure   Animation   Comedy   Family   Fantasy   Science Fiction ,1.38
125891,The Guns of Navarone, Drama   Romance ,8.52
1259,The Guns of Navarone, Drama   Romance ,8.52
12590,La Grande Bouffe, Thriller   Horror   Mystery ,4.89
12591,La Grande Bouffe, Comedy   Fantasy   Horror ,4.89
125911,Lured, Drama   Romance ,2.15
125926,Pandora and the Flying Dutchman, Drama ,1.11
12593,Quatermass and the Pit, Animation   Comedy   Drama ,9.35
12594,Quatermass II, Fantasy   Horror ,7.03
125943,Puppet Master, Drama   Comedy ,6.17
125945,Puppet Master II, War   Drama ,2.79
125946,Puppet Master III Toulon's Revenge, Drama ,3.35
125948,Puppet Master 4, Crime   Drama   Thriller ,2.42
125949,Puppet Master 5: The Final Chapter,  ,4.14
125952,Curse of the Puppet Master, Drama   Foreign ,3.45
125953,Retro Puppet Master, Documentary ,1.35
125958,Rent-a-Cop, Drama   Romance ,0.91
12596,Romeo and Juliet, Comedy   Drama ,6.99
12597,Romeo and Juliet, Crime   Horror   Thriller   Mystery ,6.99
12598,Stay Tuned, Comedy ,13.72
12599,The Story of G.I. Joe, Adventure   Fantasy   Animation   Science Fiction   Family ,0.9
125990,Blazing Saddles, Drama   Thriller ,13.23
1260,Benji, Adventure   Animation   Comedy   Family ,1.54
12600,Benji the Hunted, Adventure   Fantasy   Animation   Science Fiction   Family   Adventure   Fantasy   Animation   Science Fiction   Family ,2.3
126004,For the Love of Benji, Drama   Foreign ,0.02
12601,White Christmas, Horror   Foreign ,6.72
126015,Eraserhead, Documentary ,7.87
126016,Baraka, Music ,9.93
12602,The Man with the Golden Arm, Mystery   Horror   History ,3.35
126031,The Decline of Western Civilization, Drama   History ,1.55
126043,The Decline of Western Civilization Part II: The Metal Years, Documentary ,1.35
12605,For a Few Dollars More, Drama ,13.3
126056,For a Few Dollars More,  ,13.3
12606,For a Few Dollars More, Comedy ,13.3
12607,Magnum Force, Science Fiction   Thriller ,10.23
126076,Blood Simple,  ,8.88
12608,The Fabulous Baker Boys, Comedy   Thriller ,4.34
126083,Prizzi's Honor, Comedy   Romance ,7.51
12609,Flatliners, Adventure   Animation   Comedy ,11.89
126090,Gandahar, Comedy   Drama ,1.26
12610,Porky's, Adventure   Animation   Action   Comedy   Family ,12.65
126104,Porky's, Comedy   Drama ,12.65
126108,Porky's II: The Next Day, Drama ,5.27
12611,Porky's II: The Next Day, Horror   Science Fiction   Thriller ,5.27
126117,Porky's 3: Revenge,  ,3.21
12612,Porky's 3: Revenge, Thriller   Drama   Crime ,3.21
126122,Private School, Drama   Mystery ,4.48
126127,Class of Nuke 'Em High, Comedy   Romance ,4.1
12613,The Toxic Avenger, Animation   Action ,8.06
126132,The Toxic Avenger Part II, Documentary   Horror ,2.55
126136,The Toxic Avenger Part III: The Last Temptation of Toxie, Drama   Romance ,1.88
12614,Night of the Creeps, Comedy   Music   Romance ,5.46
126140,Predator 2,  ,11.74
126141,The Running Man, Documentary ,9.39
126143,Starman, Documentary ,9.76
126148,The Brother from Another Planet,  ,2.02
12615,Alien Nation, Drama ,15.13
126152,Mad Max, Horror   Science Fiction ,11.41
12616,Mad Max 2: The Road Warrior, Drama ,11.19
12617,Mad Max Beyond Thunderdome, Thriller ,12.69
126172,Bird on a Wire, Horror ,8.3
12618,Angel Heart, Drama   Romance ,7.29
126186,Nine 1/2 Weeks,  ,6.71
12619,Firestarter, Mystery   Horror   Thriller ,7.05
1262,Sleepwalkers, Comedy   Drama   Fantasy   Romance ,5.7
12620,Action Jackson, Romance   Comedy ,14.05
126204,Sarafina!,  ,1.17
126208,Sarafina!,  ,1.17
12621,Sarafina!, Comedy   Music ,1.17
126219,Sarafina!, Drama ,1.17
12622,Soapdish, Action   Crime   Drama ,9.9
126227,The Long Walk Home, Western ,4.64
12623,Clara's Heart, Crime   Drama   Thriller ,4.92
126234,Burglar,  ,1.42
126238,Burglar,  ,1.42
