id,title,name_companies,revenue
11328,Pusher II: With Blood on My Hands,Fritz Lang Productions,0
11848,Animal Farm,Monophonic Inc.,0
25199,Teen Witch,Noel Pearson,27843
306323,Homesick,Initial (II),0
43313,The Teahouse of the August Moon,Neo Modern,0
12147,Do Fish Do It?,Greycat Films/Neo Modern Entertainment,0
6957,The 40 Year Old Virgin,Boyd's Company,109449237
1917,Who Killed Bambi?,Kendon Films Ltd.,0
79684,Contraband,Matrixbest,0
20874,Kin-dza-dza!,Goodmark Productions Inc.,0
14175,Valiant,Centar Film,19478106
4442,The Brothers Grimm,Eurociné,105316267
59882,The Desperadoes,J.E. Films (Julian Esteban Films),0
9042,The Cave,Calendar Productions,15007991
9007,Just Like Heaven,Philippe Dussart,102854431
1830,Lord of War,Andrea Films,24127895
340,Everything is Illuminated,Sara Films,2697930
47488,HellBent,TV13 Filmproduktion,0
78734,In Old Chicago,Camp Hill,0
51277,Now and Forever,Duty Productions,0
65215,Family Guy Presents Stewie Griffin: The Untold Story,Ninth Configuration,0
36832,Born in Flames,Stefano Film,0
16374,Sometimes in April,American Cinema Productions,0
10753,Police Story 2,Mulberry Square Productions,0
27053,Le Jour se Lève,Fígaro Films,0
30230,International House,El Pico S.A.,0
11636,New Police Story,Transcinema,0
43529,Golden Boy,Blue Sky Studios,0
22575,Go West,Twentieth Century Fox Animation,0
1676,Will Penny,New Legacy,0
9923,Domino,Overbrook Entertainment,22944502
2125,Wedlock,Sirena Film,0
1947,An Unfinished Life,7 Films Cinéma,18618284
16133,Survive Style 5+,Sept Films Cinema,0
28001,It's a Gift,Eden Wurmfeld Films,0
49220,Zozo,Cineric,0
17584,Blue Hill Avenue,Michael Alden Productions,0
42168,Chapter Two,Brad Zions Films,0
8643,The Exorcism of Emily Rose,Promises Film Project,144216468
9315,Flightplan,Bésame Mucho Pictures,223387299
257,Oliver Twist,Lucille Ball Productions,42093706
30941,The Anderson Tapes,Danger Filmworks,0
11968,Into the Blue,Entertainment,44434439
14517,Mirrormask,Challenge Film Corporation,866999
88286,Kwik Stop,XYZ Funding N.V.,0
31227,4,Investimage,0
10087,Man to Man,The Running Scared Company,0
5236,Kiss Kiss Bang Bang,Baby Cart,15785148
32237,Whispering Corridors 3: Wishing Stairs,Katsu Production Co. Ltd.,0
14788,Bubble,Endemol Entertainment,0
5471,Beowulf & Grendel,VSE Film,92076
45799,Everybody's Fine,Viking Films,0
36498,Hail the Conquering Hero,Rifilm,0
24019,Angels in America,Planet-Film Berlin,0
10475,Factotum,Milk & Honey,0
20674,By Dawn's Early Light,Justin Pictures,0
3527,Don't Come Knocking,Linovo Productions GmbH & Co. KG,0
27974,Bullets or Ballots,Pacific Title and Art Studio,0
43110,The Mating Game,Jetfilm,0
9910,Two for the Money,Triumfilm,30526509
12920,Dreamer: Inspired By a True Story,Indelible Productions,0
16608,The Proposition,98 MPH Productions,5048693
19965,Loggerheads,Bavaria Film International,0
18428,Confess,Media Programme of the European Community,0
1656,The Legend of Zorro,Centre Européen Cinématographique Rhône-Alpes,142400065
41566,New York Doll,Havas Images,0
45967,One Wonderful Sunday,Arts Council of Wales,0
226594,Jerusalem,China Blue Productions,0
5335,Teorema,Zuleika Farms,0
9993,Little Fish,Capricorn,0
8274,American Pie Presents: Band Camp,Producciones Cabo S.A.,0
10799,Empire of the Wolves,Monarch Pictures,11875866
32117,Aprile,Ameran Films,0
73473,To The Other Side,CP Medien AG,0
5620,Count Dracula,Beverly Detroit,0
43440,The Stratton Story,Partizan,0
38761,Night of the Lepus,Gold Circle Films,0
60409,Zombie and the Ghost Train,MPH Entertainment Productions,0
10033,Just Friends,Vista,50817508
28212,La Vie de Bohème,Minerva Film SpA,0
68098,Menolippu Mombasaan,Excelsa Films,0
8555,Creep,Transatlantic Entertainment,0
4348,Pride & Prejudice,Tomatos II,121147947
69,Walk the Line,Dow Chemical Company,186438883
46591,Fists in the Pocket,Schroeder Hoffman Productions,0
24618,Bee Season,VideoFilmes,6856989
9005,The Ice Harvest,Dan Valley Film AG,0
7548,The Libertine,Meespierson Film CV,0
7010,The Wild Geese,Broadway Video,0
6529,Hondo,Manhattan Pictures International,0
20345,The Bird with the Crystal Plumage,Mulholland Pictures BV,0
15184,A Good Woman,Jagged Films,0
3124,The Evil of Frankenstein,Naya Films S.A.,0
8425,The Clockmaker of St. Paul,Patagonik Film Group,0
2153,The Driver,Odeon Film,0
19215,After Innocence,Crystal Lake Entertainment,0
64972,The Kid & I,Monarchy Enterprises S.a.r.l.,0
254,King Kong,Agi Orsi Productions,550000000
1904,Memoirs of a Geisha,Vans Off the Wall,162242962
917,Mother India,ECM Records,0
19058,Down,Humble Journey Films,163169
9515,The Matador,Play Art,17297244
16151,Look Both Ways,Productions Cyme,0
29595,Wal-Mart: The High Cost of Low Price,Mondial,0
35896,Beyond the Forest,Cinema Enterprises,0
80316,Phffft!,Grand Bay Films International Pty.,0
25651,Real Fiction,Cinema VII,0
25650,Address Unknown,PSO,0
20003,House of Strangers,Vision P.D.G.,0
546,Transamerica,Frankovich Productions,13350369
9927,The Ringer,International Cine Productions,40442437
9681,Casanova,Cinema Group 75,37691644
13925,Luxo Jr.,Hybrid Productions Inc.,0
20546,Goodnight Mister Tom,Frontier Pictures,0
20530,Late Spring,Bedlam Pictures,0
18809,How to Irritate People,Unfaithful Filmproduktion GmbH & Co. KG,0
11400,The New World,Pathé Image Production,30536013
60566,She,SAF Productions,0
43355,The Master of Ballantrae,D.R. Comunicazioni di massa,0
92285,Lies My Father Told Me,Galaworldfilm Productions,0
42269,We All Loved Each Other So Much,Gordon Films,0
68646,Superprodukcja,Fuller Films,0
30669,Devil's Pond,Ealing Studios,0
34081,Ted Bundy,FM Productions,0
10045,District B13,Last Waltz Inc.,9584131
17379,Last Holiday,Witt/Thomas Productions,38399961
44940,Hell Drivers,Marilyn Monroe Productions,0
4772,Cul-de-sac,The Company of Artists,0
16553,Little Manhattan,S.O.A.F. Productions,1117920
12517,The Ordeal,Illumination Films,0
65891,The Dunwich Horror,MusicArtsDance Films,0
24580,The Creeping Unknown,Antarctic Pictures,0
49683,Inside Daisy Clover,Antarctica Productions,0
29952,Bombón: The Dog,Pathé Distribution,0
14942,Thoughtcrimes,Studio Images 6,0
47250,The Big House,Trumbull/Gruskoff Productions,0
36768,Uuno Turhapuro armeijan leivissä,Associated British Picture Corporation,0
31858,Made in Britain,Stillking Films,0
34187,The Bitter Tea of General Yen,Gaylord Productions,0
12116,Love in the Afternoon,Outpost Studios,0
53367,Charlie: The Life and Art of Charles Chaplin,3 Ring Circus Films,0
38349,Wilby Wonderful,Concrete Pictures,0
124484,The Mystery of Rampo,Igloolik Isuma Productions Inc.,0
13275,Annapolis,Hypnotic,17496992
27568,Panic in Year Zero!,Lion Rock Productions,0
16452,The Comedians of Comedy,Pagoda Film,0
30712,Free Money,British Sky Broadcasting (BSkyB),0
292,Dave Chappelle's Block Party,Worldwide Media,11718595
1651,Mississippi Mermaid,Česká televize,0
33799,Place Vendome,Phoenix Film Investments,0
61559,Sabah,Jaffilms Inc.,0
12096,The Pink Panther,MGM Home Entertainment,0
10263,Tamara,Hombre Productions,206871
7515,London,Knightsbridge Films,0
14256,Winter Passing,Euphoria Films Production,113783
16781,Madea's Family Reunion,Geoffrey Productions,57231524
6877,Failure to Launch,Ronald Shusett/Gary Goldman,128406887
950,Ice Age: The Meltdown,Showtime Australia,660940780
9968,The Big White,Rumbalara Films,0
4173,Stromboli,Olsen Levy,0
18493,Chronos,Nickelodeon Animation Studios,0
7483,Free Zone,Snee-Oosh Productions,0
1967,Ask the Dust,Out of the Blue... Entertainment,0
19287,Leprechaun 4: In Space,Wagons East N.V.,0
1379,Lights in the Dusk,Josephson Entertainment,1615018
62719,Kummeli Stories,NBA Entertainment,0
9792,The Hills Have Eyes,Like Mike Productions,69623713
52885,The Red and the White,Cartoon Network Studios,0
42120,City on Fire,Momentum Pictures,0
37939,Youth of the Beast,Animal Planet,0
32052,Go Tell the Spartans,Winchester Films,0
34732,They Call Me Mister Tibbs!,"Best Picture Show Company, The",0
48764,The Trial of Joan of Arc,Tripod Entertainment,0
8410,The Wild Blue Yonder,Rockwell Eyes,0
52345,Lisbela and the Prisoner,British Film-Makers,0
10069,Stay Alive,Pluperfect,27105095
9270,Brick,Tango Film,3919254
11291,The Brothers Lionheart,P & L,0
28349,The Dead Hate the Living!,Valoria Films,0
12591,Santa's Slay,Alicia Produce S L,0
16070,This Film Is Not Yet Rated,Televisión Española TVE,302179
13960,ATL,Sociedad General de Cine (SOGECINE) S.A.,21170563
9389,Renaissance,Electric Entertainment,1831348
8998,Friends with Money,National Geographic Society,13368437
13468,Keane,Palomar Pictures (II),0
20521,Reefer Madness: The Movie Musical,First Light Production,0
84954,Secrets of a Soul,Moving Pictures,0
11490,The Child,Gratitude International,5507396
55368,"Lacombe, Lucien",Ministry of Propaganda Films,0
18276,Hoot,Woodland Pictures LLC,0
26514,Where the Red Fern Grows,Highway Films,0
17111,Shutter,Dolly Hall Productions,0
588,Silent Hill,Universalia Film,97607453
17247,Battle in Heaven,Twentieth Century-Fox Productions,253527
9310,American Dreamz,Industrie Cinematografiche Italiane,7314027
560,Secret Beyond the Door,Hungry Eye Lowland Pictures B.V.,0
5717,Man Push Cart,Flan de Coco Films,0
9786,Art School Confidential,Baby Cow Productions,0
503,Poseidon,UK Film Council,181674817
21014,Keeping Up with the Steins,Hubert Bals Fund,0
9700,The Lost City,Payam Films,4386236
14167,Standing Still,Sharmshir,12762
59892,Conspirators of Pleasure,Yongning Creation Workshop,0
15264,Tall in the Saddle,Kwan's Creation Workshop,0
44126,Sinbad of the Seven Seas,Easy Film,0
55418,The Earth Is a Sinful Song,Nordisk Film & TV Fond,0
101908,Shanghai Dreams,Roy Andersson Filmproduktion AB,0
26116,The Mechanik,Ciné B,0
53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Cab Producciones,0
806,The Omen,Antenne-2 (A2),119188334
20945,The Seventh Victim,Dorica Film,0
122271,Bleak Moments,Algonquin,0
2295,Clerks II,Mikona Productions GmbH & Co. KG,26888376
4474,My Super Ex-Girlfriend,Shutt/Jones Productions,60896147
30022,Lady on a Train,Myung Film Company,0
1887,Marie Antoinette,Catch 23 Entertainment,60474340
13508,Who Killed the Electric Car?,Niccol Films,1678874
1781,An Inconvenient Truth,Catchlight Films,46243000
43155,Test Pilot,Serious Dan,0
16270,Career Opportunities,Without a Box,0
8997,Hollow Man II,Crusader Entertainment,0
51571,Sister Kenny,ADR Productions,0
71769,Ice Bound - A Woman's Survival at the South Pole,Nomadis Image,0
29138,Crossing the Bridge: The Sound of Istanbul,A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel),0
17021,Adam & Steve,Televicine S.A. de C.V.,0
53231,Beyond the Rocks,Dialchi Film,0
22747,Bob the Butler,Lotus Films,0
25563,Marked Woman,AB-PT Pictures Corp.,0
10770,The Sheriff and the Satellite Kid,King-Hitzig Productions,0
4375,Triple Cross,Milagro Films,0
60269,Mad Dog Morgan,DoRo Fiction Film,0
57406,Leonard Cohen: I'm Your Man,Filmyard Underwaterdeco,0
16429,Brothers of the Head,Key Entertainment,0
36576,Curse of the Pink Panther,Ramcity Productions,4491986
36762,Rock 'n' Roll Nightmare,Films Sonores Tobis,0
10308,Why Does Herr R. Run Amok?,Ruff Nation Films,0
41214,Knock on Any Door,Sea Breeze Productions Inc.,0
72881,I Walk the Line,Cobalt Media Group,0
42839,The Girl Can't Help It,Forrest Films,0
13141,Strangers with Candy,Mark Films Ltd.,0
43838,Young Mr. Lincoln,Lobster Enterprises,0
39083,Blackjack,The Night Co.,0
42636,The Detective,Alexandre Films,0
5070,How Much Do You Love Me?,Studio Images 5,0
13802,Colour Me Kubrick,Conseil Général de l'Indre,0
1262,Stranger Than Fiction,Betsy's Wedding,53653224
43610,The Valley of Decision,Martin Bregman Productions,9132000
1986,Live and Become,Castle Hill Productions,0
31152,On Dangerous Ground,VTC,0
1402,The Pursuit of Happyness,Blood Relations Co.,307077295
55587,Michael,Zopix Company,0
42479,Ciao! Manhattan,Murnau-Flaherty Productions,0
43542,The Rainmaker,Warner Bros. Home Entertainment Group,0
9782,The Night Listener,Society Productions Inc.,0
42501,Murmur of the Heart,I.N.C.A.A.,0
35921,Compulsion,JEMPSA,0
15696,A Canterbury Tale,Pol-Ka Producciones,0
42756,Angels Over Broadway,Fanes Film,0
37929,Fortress,Seven Pictures,0
9762,Step Up,Typhoon,114194847
86604,Tom Dick and Harry,Dante Entertainment,0
15414,Land of the Blind,SuperMega,0
7859,Half Nelson,MHF Erste Academy Film GmbH & Co. Produktions KG,4911725
11559,Tideland,Dune Films,566611
31513,Good News,Belhaven Limited,0
1023,Adam's Apples,Colombia Pictures,0
9788,Accepted,Gimages 5,38505009
11689,Crime Busters,R%26C Produzioni,0
39749,Drömkåken,Little Bird Films,0
33813,Born to Kill,Tatfilm Produktionsges. mbH,0
1540,Heading South,Roxbury Films,0
26502,Seven Men from Now,Slough Pond,0
7291,36th Precinct,Blue Train Productions,0
4913,"Sorry, Haters",Reveal Entertainment,0
63848,The Ritz,Gran Via,0
44892,The Music Box,Starz! Encore Entertainment,0
29589,Green for Danger,Destiny,0
43841,Block-Heads,Big Idea Productions,0
24055,The Puffy Chair,MediaTrade,0
14597,Lassie,Equinox Entertainment,0
40769,Mutual Appreciation,Capri Films,0
22471,Yrrol,Shoreline Entertainment,0
41508,Fateless,Pfilmco,0
61564,The Bravados,TVA International,0
2566,Time to Leave,H5B5 Media AG,0
7511,The Last Kiss,Jewell Enterprises Inc.,0
14057,Trust the Man,Alive Productions,0
13075,Sherrybaby,Black Marble Productions,622806
1776,Jesus Camp,Canon Productions,0
125759,A Soldier's Sweetheart,Demi-Monde Productions,0
300,The Science of Sleep,B.R.C. Produzione S.r.l.,9524340
31148,City for Conquest,Tecisa,0
76117,Not as a Stranger,Filmes International,0
9766,Gridiron Gang,60/80 Productions,41480851
34127,Wonder Man,Allied Film Makers,0
390,Lisbon Story,Beaver Films,0
5726,Mondo Topless,Kingsgate Films,0
41758,Empire Falls,John Wells Productions,0
1579,Apocalypto,Oleandor Productions,120175290
65488,Raintree County,TiMe Film- und TV-Produktions GmbH,0
9664,Flyboys,Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,17800000
1717,All the King's Men,Iconolatry Productions Inc.,9450897
15997,The Land Before Time II: The Great Valley Adventure,United Broadcasting Inc.,0
40862,Iraq for Sale: The War Profiteers,Alicéléo,0
14812,"Hawaii, Oslo",Codi S.p.a.,0
28115,Dillinger,Film Council,0
1975,The Grudge 2,Focus Films,39143839
9895,Man of the Year,Momentum Films,41237648
15005,One Night with the King,Artists Production Group (APG),13391174
39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Fifty First Films,0
13209,Offside,The Goatsingers,0
1440,Little Children,Tag Entertainment,14821658
13364,Deliver Us from Evil,Broomstick Entertainment,201275
43847,Marie Antoinette,Majestic Film Partners,0
18925,Facing the Giants,Qatsi Productions,10178331
1378,Shortbus,Ministry of Culture of the Russian Federation,5179037
49481,3 Blind Mice,"Hermitage Bridge Studio, The",0
9693,Children of Men,State Hermitage Museum,69959751
1124,The Prestige,CJ Entertainment,109676311
3683,Flags of Our Fathers,Masulpiri Films,65900249
4285,After Five In The Forest Primeval,Bandai Visual,0
59500,Jade Warrior,Shinchosha Company,0
5890,Azumi 2: Death or Love,Chartoff-Winkler Productions,0
6077,13 Tzameti,Carlino Productions,767311
43884,The Charge of the Light Brigade,Triple T Productions,2736000
11619,Flushed Away,Butterfly Valley N.Y.,64459316
23030,Arabesque,First Artists,0
24553,All the Invisible Children,International Cinema,0
68736,Joe Cocker - Mad Dogs & Englishmen,Heritage Enterprises Inc.,0
67880,Four Daughters,World Amusement Partnership #106,0
20785,Emmet Otter's Jug-Band Christmas,Lisa-Film,0
9726,A Good Year,Derby Cinematografica,42064105
36215,Vital,Sender Freies Berlin (SFB),0
13542,Red Dust,The Cropsy Venture,0
21710,Fuck,Par-Par Productions,19791
10741,Bobby,Take 1 Productions,0
9969,Deck the Halls,Chosen Film Company,47231070
1581,The Holiday,Fideline Films,194168700
21600,I Wake Up Screaming,Conacite Uno,0
14823,London to Brighton,"Zespól Filmowy ""X""",0
27019,Celine and Julie Go Boating,Inter Planetary,0
42822,"20,000 Years in Sing Sing",Northshore Investments Ltd.,0
76211,Sitting Pretty,F.O.D. Productions,0
2447,The Nativity Story,K-Network,0
15077,Election 2,Time-Life Television Productions,0
9986,Charlotte's Web,Geria Productions,144000000
2486,Eragon,Florin,249288105
40574,Girl Shy,R & R Films,0
95797,Waterloo Bridge,Pork Pie Productions,0
77966,Red-Headed Woman,New Zealand United,0
55819,Daniel,New Zealand Railways,0
46948,Power,New Zealand Motor Corporation,0
43791,The Man Who Never Was,Lake Films,0
82944,Something Wild,Scottish Television (STV),0
12924,The Place Promised in Our Early Days,Drakfilm,0
30060,The Plague Dogs,Triangelfilm,0
1247,The Good Shepherd,AB Ri-Film,59908565
1646,Freedom Writers,The Birthday Film Company,41170784
7736,Katzelmacher,Jupiter Film Productions,0
20537,Caravaggio,Red Stripe,0
8618,The History Boys,Cine Artist Film GmbH,13401952
1259,Notes on a Scandal,Cine-Source,49469904
13318,The Bothersome Man,Rialto Film,0
10462,Don't Drink the Water,Trio Film,0
43512,Presenting Lily Mars,The Legend Lives Company,0
9656,Black Christmas,"Zespol Filmowy ""Perspektywa""",21510851
14396,Code Name: The Cleaner,Navaron Films,10337477
13967,Miss Potter,Famous Players Ltd,35078241
16371,Tell Me Something,Secret Films,0
19344,Loving Annabelle,The Andre Company,0
8275,American Pie Presents: The Naked Mile,Saga Productions Inc.,0
33375,My Bollywood Bride,Almena Films,0
10810,Rosario Tijeras,Film Ventures International (FVI),0
11578,The Return of Don Camillo,Montoro Productions Ltd.,0
11972,Don Camillo,Fort Films,0
38025,Invisible Waves,Brouwersgracht Investments,0
27095,Cold Showers,Chako Film Company,0
4283,Primeval,Jensen Farley Pictures,10597734
25648,Time,Ghost Ship Films Pty. Ltd.,14742
19629,Red Doors,Dickhouse Productions,0
12183,The Wendell Baker Story,Lynch Siderow Productions,0
56705,Crawlspace,Roc-a-fella Films,0
78318,Juarez,Rat Entertainment,0
37952,The Weeping Meadow,Loud Films,0
25623,House,Handprint Entertainment,0
13140,Kenny,Holedigger Films,7778177
13365,49 Up,Roger Dodger LLC,238073
10758,Waitress,Christiano Film Group,22179430
22473,Neverwas,Tanaïs Productions,0
51863,Seven Up!,S.M. Films,0
16138,R-Point,Famous Artists Productions,0
9966,The Messengers,Murder Inc.,1109660
14761,Cocaine Cowboys,Boxing Cat Films,163000
2266,"Paris, je t'aime",Miracle Pictures,4857367
22105,Danika,Flatland Pictures,0
17266,The Odyssey,Heyday films,0
9958,Trailer Park Boys: The Movie,Instituto Mexicano de Cinematografía,3833507
4169,Breach,Cinecolor-México,33231264
16555,Daddy's Little Girls,Cinecolor-Argentina,31609243
11172,Music and Lyrics,Artcam y Fonds Sud Cinéma,145896422
14845,Gray Matters,Tube Entertainments,0
13393,My Father and My Son,Pearl Pictures,0
12271,Factory Girl,Still Productions,0
13185,Kidulthood,Independent Producers,165000
28261,Mad Love,Carousel Picture Company,0
83980,The Trial of Billy Jack,The Noel Gay Motion Picture Company,0
94393,The Savage Innocents,Kismet Entertainment Group,0
9695,Karla,The Victor Film Company,0
28710,Kamchatka,Filmteknik,0
28438,The Leopard Man,Filmhuset AS,0
97548,Family Law,Hungarian Filmproduction,0
1738,Next,FR3 Films Production,76066841
1253,Breaking and Entering,Conseil Régional de Haute Normandie,8974829
38021,Changing Times,Le Club des Investisseurs,0
15325,God Grew Tired of Us,Credit Lyonnais,0
34389,Iraq in Fragments,Conseil Général de l'Eure,202000
27040,Meshes of the Afternoon,Societé d'Exploitation et de Distribution de Films (SEDIF),0
9784,Man About Town,Graduation,0
14710,The Westerner,Jaquet,0
10790,The Abandoned,Essaness Pictures,0
18019,Julius Caesar,Quest,0
47249,America America,Filmplan,0
49709,Kippur,Victor Solnicki Productions,0
50185,Diary of a Hitman,Deliverance Productions,31815
2977,Becoming Jane,Union film,37311672
15664,Right at Your Door,Sutjeska Film,2043704
16727,The Namesake,TV Sarajevo,20138836
5413,Omagh,SIZ za kinematografiju SR BiH,0
27919,The Second Chance,Phoenix (II),0
11494,Wilderness,S & L Films,0
19936,Hipnos,23 Giugno,0
9793,The Hills Have Eyes 2,Mann/Caan Productions,0
43974,The Silence,Serene Skylight,0
83346,It's Impossible to Learn to Plow by Reading Books,Ezeiza Films,0
42066,Ladies in Retirement,Antena 3 Televisión,0
5177,Dark Horse,Meatball Animation,0
33673,His Kind of Woman,Extreme Productions,0
1683,The Reaping,Radar Pictures,62771059
16018,American Hardcore,Deutsche Columbia TriStar Filmproduktion,0
175027,Double Harness,CTB Film Company,0
23024,Judge Priest,Maipo Film- og TV Produksjon,0
1590,Copying Beethoven,Cinemagic Pictures,0
13377,How the Grinch Stole Christmas!,Hochschule für Fernsehen und Film (HFF),0
7183,Perfect Stranger,Süddeutscher Rundfunk (SDR),73090611
8271,Disturbia,Sorcerer Productions,117760134
1534,Pathfinder,Diamond Films,30822861
18777,Slow Burn,Face Productions,1237615
15534,Griffin & Phoenix,Magnet Productions,0
1987,Benny's Video,Janus Film und Fernsehen,0
10111,Confetti,CineRocket,0
185158,The Grace Lee Project,"Zespól Filmowy ""Kadr""",5965
13280,Kickin' It Old Skool,Nordisk Tonefilm,0
14636,The Condemned,Papphammar Produktion,8642858
13352,It's a Very Merry Muppet Christmas Movie,Lorimar,0
13894,Sharkwater,Masada Productions,0
49081,The Rocket: The Legend of Rocket Richard,Fauna Productions,2019009
17439,Diggers,Intercapital,0
4977,Paprika,Katzka,944915
46875,Fixed Bayonets!,RKO,0
19947,The Adventures of Mark Twain,Efer Productions,849915
8421,Zidane - A 21st Century Portrait,Chai Productions,0
1562,28 Weeks Later,Poncher-Rosen-Beckman Productions,64238440
13159,Georgia Rule,Guerilla High Productions,0
11205,Wheels on Meals,Viacom Enterprises,0
36676,Jonestown: The Life and Death of Peoples Temple,P.P. Film Polski,0
10004,Desperation,Anit Film,0
5723,Once,Red Om Films,20710513
1872,Rise: Blood Hunter,Tesela P.C.,0
15568,Gracie,CineEvelyn,2955039
14207,The Librarian: Quest for the Spear,ContentFilm,0
24200,Fay Grim,Telecinco,0
5488,"I'm a Cyborg, But That's OK",Gestevisión Telecinco S.A.,4354510
15860,Dragon Tiger Gate,Tenerife Film Commission,8685526
8748,Eagle vs Shark,Next Wednesday Productions,0
3489,88 Minutes,Company Pictures,16930884
298,Ocean's Thirteen,Asian Union Film & Entertainment,311312624
10832,Them,Huayi Brothers Advertising,0
36143,Flanders,Beijing Zhongbo-Times Film Planning,0
14064,Ten Canoes,CMC Xiandai Trade Co.,300000
30574,Experiment Perilous,Alberto Grimaldi Productions,0
74055,L'iceberg,Producers Representative Organization,0
45664,Who the #$&% Is Jackson Pollock?,Sarliu/Diamant,0
60400,The Blue Bird,Precision Films,0
32004,The Wedding Night,Mack-Taylor Productions,0
12713,Comedy of Power,Tristes Tropiques,0
11211,Bring It On: All or Nothing,Tokuma Japan Communications Co. Ltd.,0
85535,David Holzman's Diary,Blood Money Partners LP,0
2748,Journey to Italy,Panoramic Pictures,0
55859,Knock On Wood,Ponti-De Laurentiis Cinematografica,0
122291,The Homecoming,The Where's Poppa Company,0
28666,The Woman Chaser,Portreeve,0
77621,Within Our Gates,Los Altos Productions,0
43229,Johnny Tremain,Film Funding Ltd. of Canada,0
9815,Goal! II: Living the Dream,Vision IV,0
32575,Putney Swope,August Films,0
37985,The Trials Of Darryl Hunt,Security Pictures Ltd.,0
2196,Death at a Funeral,Edward L. Alperson Productions,46
18425,Clubland,Terra-Filmkunst GmbH,0
1571,Live Free or Die Hard,Dreamz Unlimited,383531464
14125,Captivity,Kemp Company,2626800
675,Harry Potter and the Order of the Phoenix,Splendid Pictures,938212738
3563,I Now Pronounce You Chuck & Larry,Parkes/MacDonald Productions,186072214
26185,McQ,Cecchi Gori Group,0
31652,The Mean Season,Buena Vista International,4300000
24582,Manufactured Landscapes,AAMPI Inc.,240239
27359,Brand Upon the Brain! A Remembrance in 12 Chapters,H2O Motion Pictures,0
101897,Boris and Natasha,Aconit Pictures,0
54494,The Sterile Cuckoo,JAP Films,0
10857,When the Wind Blows,Natural Nylon II,5274
44502,The Piano Tuner of Earthquakes,Potboiler Productions,27953
32444,Dorian Blues,Canal+Polska,0
7547,Come Early Morning,Heritage Films,0
2270,Stardust,Agencja Produkcji Filmowej,135560026
15581,Who's Your Caddy?,FilmFernsehFonds Bayern,0
2503,The Bourne Ultimatum,Telewizja Polska (TVP),442824138
14123,Bratz,Runteam,0
59995,Wild Tigers I Have Known,Cine Groupe,0
14217,Reincarnation,Das Werk Productions,0
54546,China Blue,F.D. Cinematografica,0
34588,If I Were You,Light Night,0
8363,Superbad,Parallel Entertainment,121463226
6535,Talk to Me,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,4778376
1127,Princesses,mr. kirby productions,0
9847,The Tripper,Les Films Du Fleuve,0
23861,Command Decision,Archipel 35,0
3542,Lady Chatterley,China Film Group Corporation (CFGC),0
43750,Under the Yum-Yum Tree,O2 Filmes,0
10760,Sydney White,Wild Bunch,13620075
4349,The Kingdom,Globo filmes,86658558
14223,Wind Chill,Lumiere,0
13068,Rocket Science,Hank Levine Film,0
9561,TerrorStorm: A History of Government-Sponsored Terrorism,Lereby Productions,0
4858,The Invasion,Nimbus Film,15071514
14229,Do You Like Hitchcock?,Wim Wenders Productions,0
6609,Keoma,Olmos Productions,0
45211,Face to Face,YOY,0
48169,The Mercenary,Orsay Films,0
10961,Behind the Mask: The Rise of Leslie Vernon,Pantera Film,69136
13501,The Good Night,Trinacra Films,20380
13529,Daft Punk's Electroma,Distant Corners Entertainment Group Inc.,0
13241,My Winnipeg,Blue Star Productions,0
523,Requiem,Morningstar Films,0
6973,In the Valley of Elah,Katharina,29541790
77210,Design for Living,Omega Entertainment,0
42170,Vengeance Is Mine,Richard Price,0
14284,In the Shadow of the Moon,Xenon Pictures,0
20308,Stephanie Daley,International Films,0
8414,Interview,Visual Eyes Productions,0
24170,Private Fears in Public Places,Crystalite Productions,0
5915,Into the Wild,Ghiznoz Productions,56255142
2274,The Seeker: The Dark Is Rising,Birnbaum / Barber Productions,0
4566,Michael Clayton,R&C Produzioni,92991835
4520,Sleuth,MP Productions,342835
6615,Lars and the Real Girl,Agav Hafakot,11293663
4513,30 Days of Night,Quixote Films,75505973
5125,Rendition,Low Key Productions,24748670
3877,Things We Lost in the Fire,Eastcroft Productions,2849142
8954,Reservation Road,A Loopy Production LLC,0
4771,Gone Baby Gone,2 Loop Films,34619699
14251,Weirdsville,Charter Film Productions,0
14848,The Dog Problem,Highlight,0
4512,The Assassination of Jesse James by the Coward Robert Ford,United States Pictures,14711793
84972,Chronicle of a Summer,Hallmark Productions,0
37954,The Breaking Point,Cinemabrain,0
39893,The Nanny,Japan Video Distribution (JVD) Co. Ltd.,0
13197,10th & Wolf,Melsat Inc.,143451
15048,Beaufort,Ryu Murakami Office,0
14041,Civic Duty,Vale Film Productions,0
9898,The Killing Floor,Shepperton Productions,0
1922,Irina Palm,Cinegai S.p.A.,0
15669,The Final Season,AB Svenska Ord,0
114033,...And the Pursuit of Happiness,Titan Productions,0
20646,Graveyard of Honor,Cable and Wireless Finance,0
14753,Silk,Mercury Pictures,0
13066,I Want Someone to Eat Cheese With,Shakey Pictures,0
3603,Black Sheep,Shelter Films,4947717
95560,The Monster Walks,Prodekta AB,0
48301,Return to the 36th Chamber,Boardwalk Productions,0
12646,Valhalla,Topcraft,0
