id,original_language,title_lenguage,runtime,release_year,title_time,title,franquicia,revenue,title_pais,country_name,title_productoras,name_companies,revenue_productoras,title_director,release_date,budget,revenue_director,return,Nombre Director
2621,en,Return to Me,115,2000,Return to Me,Return to Me,Desconocida,36609995.0,Return to Me,United States of America,Return to Me,Butcher's Run Productions,36609995,Return to Me,2000-04-07,24000000.0,36609995.0,1.5254164583333334,Bonnie Hunt
49721,en,Me Myself I,104,2000,Me Myself I,Me Myself I,Desconocida,369975.0,Me Myself I,France,Me Myself I,ASK Kodansha,369975,Me Myself I,2000-04-20,0.0,369975.0,0.0,Pip Karmel
2006,en,"Bell, Book and Candle",106,1958,"Bell, Book and Candle","Bell, Book and Candle",Desconocida,0.0,"Bell, Book and Candle",United States of America,"Bell, Book and Candle",NDF Inc.,0,"Bell, Book and Candle",1958-12-25,0.0,0.0,0.0,Richard Quine
184885,en,The Bells,68,1926,The Bells,The Bells,Desconocida,0.0,The Bells,United States of America,The Bells,Asylum Films,0,The Bells,1926-07-29,0.0,0.0,0.0,James Young
46625,en,The End of Violence,122,1997,The End of Violence,The End of Violence,Desconocida,0.0,The End of Violence,France,The End of Violence,FM Entertainment,0,The End of Violence,1997-09-12,5000000.0,0.0,0.0,Wim Wenders
46625,en,The End of Violence,122,1997,The End of Violence,The End of Violence,Desconocida,0.0,The End of Violence,Germany,The End of Violence,FM Entertainment,0,The End of Violence,1997-09-12,5000000.0,0.0,0.0,Wim Wenders
46625,en,The End of Violence,122,1997,The End of Violence,The End of Violence,Desconocida,0.0,The End of Violence,United States of America,The End of Violence,FM Entertainment,0,The End of Violence,1997-09-12,5000000.0,0.0,0.0,Wim Wenders
17339,en,Force 10 from Navarone,118,1978,Force 10 from Navarone,Force 10 from Navarone,Navarone Collection,7230000.0,Force 10 from Navarone,United Kingdom,Force 10 from Navarone,Eagle Eye Films Inc.,7230000,Force 10 from Navarone,1978-11-01,5000000.0,7230000.0,1.446,Guy Hamilton
28975,en,Taffin,96,1988,Taffin,Taffin,Desconocida,0.0,Taffin,Ireland,Taffin,Gouvernement Canadien,0,Taffin,1988-02-26,0.0,0.0,0.0,Francis Megahy
28975,en,Taffin,96,1988,Taffin,Taffin,Desconocida,0.0,Taffin,United Kingdom,Taffin,Gouvernement Canadien,0,Taffin,1988-02-26,0.0,0.0,0.0,Francis Megahy
13665,en,Arthur,97,1981,Arthur,Arthur,Arthur Collection,95461682.0,Arthur,United States of America,Arthur,Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes,95461682,Arthur,1981-07-17,7000000.0,95461682.0,13.637383142857145,Steve Gordon
31776,en,Where the Money is,89,2000,Where the Money is,Where the Money is,Desconocida,0.0,Where the Money is,Canada,Where the Money is,Lawrence Bender Productions,0,Where the Money is,2000-04-14,0.0,0.0,0.0,Marek Kanievska
31776,en,Where the Money is,89,2000,Where the Money is,Where the Money is,Desconocida,0.0,Where the Money is,Germany,Where the Money is,Lawrence Bender Productions,0,Where the Money is,2000-04-14,0.0,0.0,0.0,Marek Kanievska
31776,en,Where the Money is,89,2000,Where the Money is,Where the Money is,Desconocida,0.0,Where the Money is,United States of America,Where the Money is,Lawrence Bender Productions,0,Where the Money is,2000-04-14,0.0,0.0,0.0,Marek Kanievska
31776,en,Where the Money is,89,2000,Where the Money is,Where the Money is,Desconocida,0.0,Where the Money is,United Kingdom,Where the Money is,Lawrence Bender Productions,0,Where the Money is,2000-04-14,0.0,0.0,0.0,Marek Kanievska
10557,en,East Is East,97,1999,East Is East,East Is East,East is East Collection,28200000.0,East Is East,United Kingdom,East Is East,Be Gentlemen Limited Partnership,28200000,East Is East,1999-05-14,3800000.0,28200000.0,7.421052631578948,Damien O'Donnell
26291,en,Shakes the Clown,87,1991,Shakes the Clown,Shakes the Clown,Desconocida,0.0,Shakes the Clown,United States of America,Shakes the Clown,The Image Organization,0,Shakes the Clown,1991-03-13,1400000.0,0.0,0.0,Bobcat Goldthwait
10784,en,Cabaret,124,1972,Cabaret,Cabaret,Desconocida,0.0,Cabaret,United States of America,Cabaret,M.O.D. Productions Inc.,0,Cabaret,1972-02-13,6000000.0,0.0,0.0,Bob Fosse
27857,en,Prick Up Your Ears,111,1987,Prick Up Your Ears,Prick Up Your Ears,Desconocida,0.0,Prick Up Your Ears,United Kingdom,Prick Up Your Ears,Malpaso Company,0,Prick Up Your Ears,1987-04-17,0.0,0.0,0.0,Stephen Frears
16347,en,Auntie Mame,143,1958,Auntie Mame,Auntie Mame,Desconocida,0.0,Auntie Mame,United States of America,Auntie Mame,DreamWorks,0,Auntie Mame,1958-12-27,0.0,0.0,0.0,Morton DaCosta
18041,en,Gossip,90,2000,Gossip,Gossip,Desconocida,5108820.0,Gossip,United States of America,Gossip,Konrad Pictures,5108820,Gossip,2000-04-21,14000000.0,5108820.0,0.3649157142857143,Davis Guggenheim
14736,en,Love & Basketball,124,2000,Love & Basketball,Love & Basketball,Desconocida,27728118.0,Love & Basketball,United States of America,Love & Basketball,Maven Entertainment,27728118,Love & Basketball,2000-04-21,20000000.0,27728118.0,1.3864059,Gina Prince-Bythewood
49096,ja,Empire of Passion,105,1978,Empire of Passion,Empire of Passion,Desconocida,0.0,Empire of Passion,France,Empire of Passion,Chase Regency,0,Empire of Passion,1978-01-01,0.0,0.0,0.0,Nagisa Ōshima
49096,ja,Empire of Passion,105,1978,Empire of Passion,Empire of Passion,Desconocida,0.0,Empire of Passion,Japan,Empire of Passion,Chase Regency,0,Empire of Passion,1978-01-01,0.0,0.0,0.0,Nagisa Ōshima
10564,en,Where the Heart Is,120,2000,Where the Heart Is,Where the Heart Is,Desconocida,33771174.0,Where the Heart Is,United States of America,Where the Heart Is,Miravista Films,33771174,Where the Heart Is,2000-04-27,15000000.0,33771174.0,2.2514116,Matt Williams
15723,en,The Big Kahuna,90,2000,The Big Kahuna,The Big Kahuna,Desconocida,3728888.0,The Big Kahuna,United States of America,The Big Kahuna,Don Quixote,3728888,The Big Kahuna,2000-04-28,7000000.0,3728888.0,0.5326982857142857,John Swanbeck
125537,en,Smiling Fish & Goat On Fire,90,1999,Smiling Fish & Goat On Fire,Smiling Fish & Goat On Fire,Desconocida,0.0,Smiling Fish & Goat On Fire,United States of America,Smiling Fish & Goat On Fire,Allied Films,0,Smiling Fish & Goat On Fire,1999-09-16,0.0,0.0,0.0,Kevin Jordan
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,Denmark,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,France,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,Germany,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,Italy,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,Netherlands,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
452,da,The Idiots,117,1998,The Idiots,The Idiots,Heart of Gold Collection,7235.0,The Idiots,Sweden,The Idiots,Lightmotive,7235,The Idiots,1998-04-28,2500000.0,7235.0,0.002894,Lars von Trier
16395,en,Inferno,107,1980,Inferno,Inferno,The Three Mothers Collection,0.0,Inferno,Italy,Inferno,Leeds/Ben-Ami Productions,0,Inferno,1980-02-07,3000000.0,0.0,0.0,Dario Argento
50627,en,The King of Marvin Gardens,103,1972,The King of Marvin Gardens,The King of Marvin Gardens,Desconocida,0.0,The King of Marvin Gardens,United States of America,The King of Marvin Gardens,Sheen Productions,0,The King of Marvin Gardens,1972-10-12,0.0,0.0,0.0,Bob Rafelson
38925,en,The Lords of Flatbush,86,1974,The Lords of Flatbush,The Lords of Flatbush,Desconocida,4000000.0,The Lords of Flatbush,United States of America,The Lords of Flatbush,Producers Network Associates,4000000,The Lords of Flatbush,1974-05-01,160000.0,4000000.0,25.0,Martin Davidson
22501,fr,Time Masters,75,1982,Time Masters,Time Masters,Desconocida,0.0,Time Masters,France,Time Masters,Heller Highwater Productions,0,Time Masters,1982-03-24,0.0,0.0,0.0,René Laloux
22501,fr,Time Masters,75,1982,Time Masters,Time Masters,Desconocida,0.0,Time Masters,Germany,Time Masters,Heller Highwater Productions,0,Time Masters,1982-03-24,0.0,0.0,0.0,René Laloux
22501,fr,Time Masters,75,1982,Time Masters,Time Masters,Desconocida,0.0,Time Masters,Hungary,Time Masters,Heller Highwater Productions,0,Time Masters,1982-03-24,0.0,0.0,0.0,René Laloux
22501,fr,Time Masters,75,1982,Time Masters,Time Masters,Desconocida,0.0,Time Masters,Switzerland,Time Masters,Heller Highwater Productions,0,Time Masters,1982-03-24,0.0,0.0,0.0,René Laloux
22501,fr,Time Masters,75,1982,Time Masters,Time Masters,Desconocida,0.0,Time Masters,United Kingdom,Time Masters,Heller Highwater Productions,0,Time Masters,1982-03-24,0.0,0.0,0.0,René Laloux
18228,en,Blue Hawaii,102,1961,Blue Hawaii,Blue Hawaii,Desconocida,0.0,Blue Hawaii,United States of America,Blue Hawaii,Mystery Clock Cinema,0,Blue Hawaii,1961-11-22,0.0,0.0,0.0,Norman Taurog
80351,en,The Castaway Cowboy,91,1974,The Castaway Cowboy,The Castaway Cowboy,Desconocida,0.0,The Castaway Cowboy,United States of America,The Castaway Cowboy,J&M Entertainment,0,The Castaway Cowboy,1974-08-01,0.0,0.0,0.0,Vincent McEveety
39391,en,Gypsy,143,1962,Gypsy,Gypsy,Desconocida,0.0,Gypsy,United States of America,Gypsy,Manny Coto Productions,0,Gypsy,1962-12-01,0.0,0.0,0.0,Mervyn LeRoy
16176,en,The Slipper and the Rose,146,1976,The Slipper and the Rose,The Slipper and the Rose,Desconocida,0.0,The Slipper and the Rose,United Kingdom,The Slipper and the Rose,British Broadcasting Corporation (BBC) Television,0,The Slipper and the Rose,1976-03-24,0.0,0.0,0.0,Bryan Forbes
52770,en,Things Change,100,1988,Things Change,Things Change,Desconocida,0.0,Things Change,United States of America,Things Change,Stargate Studios,0,Things Change,1988-10-21,0.0,0.0,0.0,David Mamet
10569,en,Small Time Crooks,94,2000,Small Time Crooks,Small Time Crooks,Desconocida,0.0,Small Time Crooks,United States of America,Small Time Crooks,National Lottery,0,Small Time Crooks,2000-05-19,0.0,0.0,0.0,Woody Allen
21879,en,The Hollywood Knights,91,1980,The Hollywood Knights,The Hollywood Knights,Desconocida,10000000.0,The Hollywood Knights,United States of America,The Hollywood Knights,Gruber Bros.,10000000,The Hollywood Knights,1980-05-30,2500000.0,10000000.0,4.0,Floyd Mutrux
98502,en,The Myth Of Fingerprints,93,1997,The Myth Of Fingerprints,The Myth Of Fingerprints,Desconocida,458815.0,The Myth Of Fingerprints,United States of America,The Myth Of Fingerprints,Tomboy Films,458815,The Myth Of Fingerprints,1997-09-17,2000000.0,458815.0,0.2294075,Bart Freundlich
21484,fr,Possession,123,1981,Possession,Possession,Desconocida,0.0,Possession,Germany,Possession,Winchester Multimedia PLC,0,Possession,1981-05-27,0.0,0.0,0.0,Andrzej Żuławski
21484,fr,Possession,123,1981,Possession,Possession,Desconocida,0.0,Possession,France,Possession,Winchester Multimedia PLC,0,Possession,1981-05-27,0.0,0.0,0.0,Andrzej Żuławski
8584,en,Shanghai Noon,110,2000,Shanghai Noon,Shanghai Noon,Shanghai Noon Collection,56932305.0,Shanghai Noon,Hong Kong,Shanghai Noon,Chan Ye-Cheng,56932305,Shanghai Noon,2000-05-26,55000000.0,56932305.0,1.0351328181818182,Tom Dey
8584,en,Shanghai Noon,110,2000,Shanghai Noon,Shanghai Noon,Shanghai Noon Collection,56932305.0,Shanghai Noon,United States of America,Shanghai Noon,Chan Ye-Cheng,56932305,Shanghai Noon,2000-05-26,55000000.0,56932305.0,1.0351328181818182,Tom Dey
11332,en,8 ½ Women,118,1999,8 ½ Women,8 ½ Women,Desconocida,0.0,8 ½ Women,Germany,8 ½ Women,Columbia TriStar,0,8 ½ Women,1999-05-22,0.0,0.0,0.0,Peter Greenaway
11332,en,8 ½ Women,118,1999,8 ½ Women,8 ½ Women,Desconocida,0.0,8 ½ Women,United Kingdom,8 ½ Women,Columbia TriStar,0,8 ½ Women,1999-05-22,0.0,0.0,0.0,Peter Greenaway
11332,en,8 ½ Women,118,1999,8 ½ Women,8 ½ Women,Desconocida,0.0,8 ½ Women,Luxembourg,8 ½ Women,Columbia TriStar,0,8 ½ Women,1999-05-22,0.0,0.0,0.0,Peter Greenaway
11332,en,8 ½ Women,118,1999,8 ½ Women,8 ½ Women,Desconocida,0.0,8 ½ Women,Netherlands,8 ½ Women,Columbia TriStar,0,8 ½ Women,1999-05-22,0.0,0.0,0.0,Peter Greenaway
5483,en,Lisa and the Devil,92,1973,Lisa and the Devil,Lisa and the Devil,Desconocida,0.0,Lisa and the Devil,Germany,Lisa and the Devil,Calimari Productions,0,Lisa and the Devil,1973-05-08,1000000.0,0.0,0.0,Mario Bava
5483,en,Lisa and the Devil,92,1973,Lisa and the Devil,Lisa and the Devil,Desconocida,0.0,Lisa and the Devil,Spain,Lisa and the Devil,Calimari Productions,0,Lisa and the Devil,1973-05-08,1000000.0,0.0,0.0,Mario Bava
5483,en,Lisa and the Devil,92,1973,Lisa and the Devil,Lisa and the Devil,Desconocida,0.0,Lisa and the Devil,Italy,Lisa and the Devil,Calimari Productions,0,Lisa and the Devil,1973-05-08,1000000.0,0.0,0.0,Mario Bava
5483,en,Lisa and the Devil,92,1973,Lisa and the Devil,Lisa and the Devil,Desconocida,0.0,Lisa and the Devil,United States of America,Lisa and the Devil,Calimari Productions,0,Lisa and the Devil,1973-05-08,1000000.0,0.0,0.0,Mario Bava
23518,en,Seven Days in May,118,1964,Seven Days in May,Seven Days in May,Desconocida,0.0,Seven Days in May,United States of America,Seven Days in May,Zero Film GmbH,0,Seven Days in May,1964-02-12,0.0,0.0,0.0,John Frankenheimer
31353,fr,Those Who Love Me Can Take the Train,122,1998,Those Who Love Me Can Take the Train,Those Who Love Me Can Take the Train,Desconocida,0.0,Those Who Love Me Can Take the Train,France,Those Who Love Me Can Take the Train,Severny Fond,0,Those Who Love Me Can Take the Train,1998-05-15,0.0,0.0,0.0,Patrice Chéreau
682,en,The Man with the Golden Gun,125,1974,The Man with the Golden Gun,The Man with the Golden Gun,James Bond Collection,97572000.0,The Man with the Golden Gun,United Kingdom,The Man with the Golden Gun,Synchronistic Pictures,97572000,The Man with the Golden Gun,1974-12-01,7000000.0,97572000.0,13.938857142857144,Guy Hamilton
682,en,The Man with the Golden Gun,125,1974,The Man with the Golden Gun,The Man with the Golden Gun,James Bond Collection,97572000.0,The Man with the Golden Gun,United States of America,The Man with the Golden Gun,Synchronistic Pictures,97572000,The Man with the Golden Gun,1974-12-01,7000000.0,97572000.0,13.938857142857144,Guy Hamilton
28973,en,A King in New York,110,1957,A King in New York,A King in New York,Desconocida,0.0,A King in New York,United Kingdom,A King in New York,Scala Productions,0,A King in New York,1957-10-25,0.0,0.0,0.0,Charlie Chaplin
28973,en,A King in New York,110,1957,A King in New York,A King in New York,Desconocida,0.0,A King in New York,United States of America,A King in New York,Scala Productions,0,A King in New York,1957-10-25,0.0,0.0,0.0,Charlie Chaplin
28974,en,A Woman of Paris,78,1923,A Woman of Paris,A Woman of Paris,Desconocida,0.0,A Woman of Paris,United States of America,A Woman of Paris,New Amsterdam Entertainment,0,A Woman of Paris,1923-10-01,0.0,0.0,0.0,Charlie Chaplin
40685,en,In Old California,91,1942,In Old California,In Old California,Desconocida,0.0,In Old California,United States of America,In Old California,Medusa Film,0,In Old California,1942-05-31,0.0,0.0,0.0,William C. McGann
22994,en,The Fighting Seabees,100,1944,The Fighting Seabees,The Fighting Seabees,Desconocida,0.0,The Fighting Seabees,United States of America,The Fighting Seabees,Stardust International,0,The Fighting Seabees,1944-01-27,0.0,0.0,0.0,Edward Ludwig
38688,en,Pandora and the Flying Dutchman,122,1951,Pandora and the Flying Dutchman,Pandora and the Flying Dutchman,Desconocida,0.0,Pandora and the Flying Dutchman,United Kingdom,Pandora and the Flying Dutchman,Samson Films,0,Pandora and the Flying Dutchman,1951-02-15,0.0,0.0,0.0,Albert Lewin
26912,en,Quatermass and the Pit,97,1967,Quatermass and the Pit,Quatermass and the Pit,Desconocida,0.0,Quatermass and the Pit,United Kingdom,Quatermass and the Pit,Zephyr Films,0,Quatermass and the Pit,1967-11-09,0.0,0.0,0.0,Roy Ward Baker
26278,en,Quatermass II,85,1957,Quatermass II,Quatermass II,Desconocida,0.0,Quatermass II,United Kingdom,Quatermass II,Neue Deutsche Filmgesellschaft (NDF),0,Quatermass II,1957-05-24,0.0,0.0,0.0,Val Guest
26953,en,Puppet Master,85,1989,Puppet Master,Puppet Master,Puppet Master Collection,0.0,Puppet Master,United States of America,Puppet Master,Pony Canyon,0,Puppet Master,1989-10-12,0.0,0.0,0.0,David Schmoeller
26954,en,Puppet Master II,88,1990,Puppet Master II,Puppet Master II,Puppet Master Collection,0.0,Puppet Master II,United States of America,Puppet Master II,Bandeira Entertainment,0,Puppet Master II,1990-11-28,780000.0,0.0,0.0,Dave Allen
26958,en,Puppet Master 5: The Final Chapter,82,1994,Puppet Master 5: The Final Chapter,Puppet Master 5: The Final Chapter,Puppet Master Collection,0.0,Puppet Master 5: The Final Chapter,United States of America,Puppet Master 5: The Final Chapter,Rialto Films,0,Puppet Master 5: The Final Chapter,1994-09-21,0.0,0.0,0.0,Jeff Burr
26959,pt,Curse of the Puppet Master,90,1998,Curse of the Puppet Master,Curse of the Puppet Master,Puppet Master Collection,0.0,Curse of the Puppet Master,United States of America,Curse of the Puppet Master,Code Entertainment,0,Curse of the Puppet Master,1998-05-26,0.0,0.0,0.0,David DeCoteau
46614,en,The Story of G.I. Joe,108,1945,The Story of G.I. Joe,The Story of G.I. Joe,Desconocida,0.0,The Story of G.I. Joe,United States of America,The Story of G.I. Joe,Seven Arts Pictures,0,The Story of G.I. Joe,1945-07-13,0.0,0.0,0.0,William A. Wellman
21137,en,The Decline of Western Civilization,100,1981,The Decline of Western Civilization,The Decline of Western Civilization,The Decline of Western Civilization Collection,0.0,The Decline of Western Civilization,United States of America,The Decline of Western Civilization,Wildgaze Films,0,The Decline of Western Civilization,1981-07-01,100000.0,0.0,0.0,Penelope Spheeris
938,it,For a Few Dollars More,132,1965,For a Few Dollars More,For a Few Dollars More,The Man With No Name Collection,15000000.0,For a Few Dollars More,Italy,For a Few Dollars More,Unthank Films,15000000,For a Few Dollars More,1965-12-18,600000.0,15000000.0,25.0,Sergio Leone
938,it,For a Few Dollars More,132,1965,For a Few Dollars More,For a Few Dollars More,The Man With No Name Collection,15000000.0,For a Few Dollars More,Spain,For a Few Dollars More,Unthank Films,15000000,For a Few Dollars More,1965-12-18,600000.0,15000000.0,25.0,Sergio Leone
938,it,For a Few Dollars More,132,1965,For a Few Dollars More,For a Few Dollars More,The Man With No Name Collection,15000000.0,For a Few Dollars More,Germany,For a Few Dollars More,Unthank Films,15000000,For a Few Dollars More,1965-12-18,600000.0,15000000.0,25.0,Sergio Leone
10648,en,Magnum Force,124,1973,Magnum Force,Magnum Force,Dirty Harry Collection,39768000.0,Magnum Force,United States of America,Magnum Force,Goldwyn Entertainment Company,39768000,Magnum Force,1973-12-23,0.0,39768000.0,0.0,Ted Post
11368,en,Blood Simple,97,1984,Blood Simple,Blood Simple,Desconocida,0.0,Blood Simple,United States of America,Blood Simple,Scala Productionss,0,Blood Simple,1984-09-07,1500000.0,0.0,0.0,Joel Coen
22500,fr,Gandahar,83,1987,Gandahar,Gandahar,Desconocida,0.0,Gandahar,France,Gandahar,Alameda Films,0,Gandahar,1987-12-11,0.0,0.0,0.0,René Laloux
19698,en,Porky's II: The Next Day,98,1983,Porky's II: The Next Day,Porky's II: The Next Day,Desconocida,33759266.0,Porky's II: The Next Day,Canada,Porky's II: The Next Day,Consejo Nacional para la Cultura y las Artes (CONACULTA),33759266,Porky's II: The Next Day,1983-06-24,6500000.0,33759266.0,5.193733230769231,Bob Clark
19698,en,Porky's II: The Next Day,98,1983,Porky's II: The Next Day,Porky's II: The Next Day,Desconocida,33759266.0,Porky's II: The Next Day,United States of America,Porky's II: The Next Day,Consejo Nacional para la Cultura y las Artes (CONACULTA),33759266,Porky's II: The Next Day,1983-06-24,6500000.0,33759266.0,5.193733230769231,Bob Clark
26554,en,Class of Nuke 'Em High,85,1986,Class of Nuke 'Em High,Class of Nuke 'Em High,Desconocida,0.0,Class of Nuke 'Em High,United States of America,Class of Nuke 'Em High,MacGillivray Freeman Films,0,Class of Nuke 'Em High,1986-12-12,2000000.0,0.0,0.0,Richard W. Haines
15239,en,The Toxic Avenger,82,1984,The Toxic Avenger,The Toxic Avenger,Desconocida,0.0,The Toxic Avenger,United States of America,The Toxic Avenger,IMAX,0,The Toxic Avenger,1984-05-01,0.0,0.0,0.0,Lloyd Kaufman
28165,en,The Toxic Avenger Part II,96,1989,The Toxic Avenger Part II,The Toxic Avenger Part II,Desconocida,0.0,The Toxic Avenger Part II,United States of America,The Toxic Avenger Part II,Arcturus Motion Pictures,0,The Toxic Avenger Part II,1989-02-24,0.0,0.0,0.0,Michael Herz
28169,en,The Toxic Avenger Part III: The Last Temptation of Toxie,102,1989,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,Desconocida,0.0,The Toxic Avenger Part III: The Last Temptation of Toxie,United States of America,The Toxic Avenger Part III: The Last Temptation of Toxie,Polartec,0,The Toxic Avenger Part III: The Last Temptation of Toxie,1989-11-24,0.0,0.0,0.0,Michael Herz
9663,en,Starman,115,1984,Starman,Starman,Desconocida,28744356.0,Starman,United States of America,Starman,Dinamo Entertainment,28744356,Starman,1984-12-13,22000000.0,28744356.0,1.3065616363636363,John Carpenter
26889,en,The Brother from Another Planet,108,1984,The Brother from Another Planet,The Brother from Another Planet,Desconocida,0.0,The Brother from Another Planet,United States of America,The Brother from Another Planet,United Artists Corporation,0,The Brother from Another Planet,1984-09-07,0.0,0.0,0.0,John Sayles
10068,en,Nine 1/2 Weeks,117,1986,Nine 1/2 Weeks,Nine 1/2 Weeks,9½ Weeks Collection,6735922.0,Nine 1/2 Weeks,United States of America,Nine 1/2 Weeks,Jacobs/Mutrux,6735922,Nine 1/2 Weeks,1986-02-14,17000000.0,6735922.0,0.3962307058823529,Adrian Lyne
11428,en,Sleepwalkers,91,1992,Sleepwalkers,Sleepwalkers,Desconocida,30524763.0,Sleepwalkers,United States of America,Sleepwalkers,Office Kitano,30524763,Sleepwalkers,1992-04-10,0.0,30524763.0,0.0,Mick Garris
10117,en,Action Jackson,96,1988,Action Jackson,Action Jackson,Desconocida,20256975.0,Action Jackson,United States of America,Action Jackson,TV Tokyo,20256975,Action Jackson,1988-02-12,7000000.0,20256975.0,2.893853571428572,Craig R. Baxley
35936,en,Sarafina!,117,1992,Sarafina!,Sarafina!,Desconocida,0.0,Sarafina!,South Africa,Sarafina!,Tokyo FM Broadcasting Co.,0,Sarafina!,1992-09-18,0.0,0.0,0.0,Darrell James Roodt
35936,en,Sarafina!,117,1992,Sarafina!,Sarafina!,Desconocida,0.0,Sarafina!,United Kingdom,Sarafina!,Tokyo FM Broadcasting Co.,0,Sarafina!,1992-09-18,0.0,0.0,0.0,Darrell James Roodt
35936,en,Sarafina!,117,1992,Sarafina!,Sarafina!,Desconocida,0.0,Sarafina!,United States of America,Sarafina!,Tokyo FM Broadcasting Co.,0,Sarafina!,1992-09-18,0.0,0.0,0.0,Darrell James Roodt
35936,en,Sarafina!,117,1992,Sarafina!,Sarafina!,Desconocida,0.0,Sarafina!,France,Sarafina!,Tokyo FM Broadcasting Co.,0,Sarafina!,1992-09-18,0.0,0.0,0.0,Darrell James Roodt
73079,en,Clara's Heart,108,1988,Clara's Heart,Clara's Heart,Desconocida,0.0,Clara's Heart,United States of America,Clara's Heart,Shooting Gallery,0,Clara's Heart,1988-10-07,0.0,0.0,0.0,Robert Mulligan
24587,en,American Pimp,87,1999,American Pimp,American Pimp,Desconocida,0.0,American Pimp,,American Pimp,Front Street Pictures,0,American Pimp,1999-01-01,0.0,0.0,0.0,Albert Hughes
17771,en,Sunshine,181,1999,Sunshine,Sunshine,Desconocida,0.0,Sunshine,Austria,Sunshine,Edenstreet Productions,0,Sunshine,1999-09-13,0.0,0.0,0.0,István Szabó
17771,en,Sunshine,181,1999,Sunshine,Sunshine,Desconocida,0.0,Sunshine,Canada,Sunshine,Edenstreet Productions,0,Sunshine,1999-09-13,0.0,0.0,0.0,István Szabó
17771,en,Sunshine,181,1999,Sunshine,Sunshine,Desconocida,0.0,Sunshine,Germany,Sunshine,Edenstreet Productions,0,Sunshine,1999-09-13,0.0,0.0,0.0,István Szabó
17771,en,Sunshine,181,1999,Sunshine,Sunshine,Desconocida,0.0,Sunshine,Hungary,Sunshine,Edenstreet Productions,0,Sunshine,1999-09-13,0.0,0.0,0.0,István Szabó
29204,en,American Pop,96,1981,American Pop,American Pop,Desconocida,6000000.0,American Pop,United States of America,American Pop,Marlboro Road Gang Productions,6000000,American Pop,1981-02-13,0.0,6000000.0,0.0,Ralph Bakshi
32047,en,Prince of the City,167,1981,Prince of the City,Prince of the City,Desconocida,0.0,Prince of the City,United States of America,Prince of the City,Lyrick Studios,0,Prince of the City,1981-08-19,0.0,0.0,0.0,Sidney Lumet
25364,en,Ace in the Hole,111,1951,Ace in the Hole,Ace in the Hole,Desconocida,1300000.0,Ace in the Hole,United States of America,Ace in the Hole,Dog Eat Dog Films,1300000,Ace in the Hole,1951-06-29,1821052.0,1300000.0,0.7138730799559815,Billy Wilder
3133,en,Badlands,94,1973,Badlands,Badlands,Desconocida,0.0,Badlands,United States of America,Badlands,Irwin Allen Productions,0,Badlands,1973-10-15,0.0,0.0,0.0,Terrence Malick
643,ru,Battleship Potemkin,75,1925,Battleship Potemkin,Battleship Potemkin,Desconocida,45100.0,Battleship Potemkin,Russia,Battleship Potemkin,Prelude Pictures,45100,Battleship Potemkin,1925-12-24,0.0,45100.0,0.0,Sergei M. Eisenstein
10571,en,Boys and Girls,94,2000,Boys and Girls,Boys and Girls,Desconocida,20627372.0,Boys and Girls,United States of America,Boys and Girls,Saltire Entertainment,20627372,Boys and Girls,2000-06-16,16000000.0,20627372.0,1.28921075,Robert Iscove
25636,en,Jesus' Son,107,1999,Jesus' Son,Jesus' Son,Desconocida,0.0,Jesus' Son,Canada,Jesus' Son,Jean Doumanian Productions,0,Jesus' Son,1999-09-05,0.0,0.0,0.0,Alison Maclean
25636,en,Jesus' Son,107,1999,Jesus' Son,Jesus' Son,Desconocida,0.0,Jesus' Son,United States of America,Jesus' Son,Jean Doumanian Productions,0,Jesus' Son,1999-09-05,0.0,0.0,0.0,Alison Maclean
41160,en,The Match,95,1999,The Match,The Match,Desconocida,0.0,The Match,United Kingdom,The Match,Sweetland Films,0,The Match,1999-08-13,0.0,0.0,0.0,Mick Davis
47439,fr,Time Regained,169,1999,Time Regained,Time Regained,Desconocida,0.0,Time Regained,France,Time Regained,Magnolia Films,0,Time Regained,1999-05-19,0.0,0.0,0.0,Raúl Ruiz
47439,fr,Time Regained,169,1999,Time Regained,Time Regained,Desconocida,0.0,Time Regained,Italy,Time Regained,Magnolia Films,0,Time Regained,1999-05-19,0.0,0.0,0.0,Raúl Ruiz
