id,runtime,release_year,title
15045,93,2004,Fat Albert
42420,105,2004,The Keys to the House
1853,81,2004,In the Realms of the Unreal
11804,101,2005,White Noise
19803,95,2005,Underclassman
11354,118,2005,The Upside of Anger
41613,93,2002,Bomb the System
61049,105,1953,Arrowhead
41384,132,1977,The Grateful Dead
14677,98,1959,Last Train from Gun Hill
61988,95,1954,The Naked Jungle
93462,94,1997,Who's the Caboose?
46021,118,1988,A Handful of Dust
40881,103,1993,The Pickle
147747,102,1985,Wetherby
47876,103,1980,Little Miss Marker
66600,106,1986,Sweet Liberty
64334,93,2002,Ghost River
75976,89,1993,It's All True
43442,134,1948,I Remember Mama
25033,76,2004,The Last Horror Movie
21259,90,1983,Testament
33766,92,1985,Smooth Talk
220690,114,1988,Distant Thunder
22301,127,1930,Hell's Angels
21030,95,1990,Daddy's Dyin'... Who's Got the Will?
79008,103,1982,Jinxed!
95466,87,2002,Heart of America
26426,95,1990,A Show of Force
18627,86,1967,Son of Godzilla
39472,100,1992,Man Trouble
34326,99,1973,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity"
10630,105,2002,Führer Ex
18927,116,2003,Stander
42257,90,1975,Hester Street
59143,119,1976,Mikey and Nicky
74122,80,1953,The Bigamist
58097,125,1996,Freedomfighters
25350,111,2004,Imaginary Heroes
16442,134,1941,Sergeant York
7229,85,2003,Ruby & Quentin
12576,94,2002,Deathwatch
42223,105,1977,Madame Rosa
20719,93,2002,Day of the Wacko
16220,80,1977,Wizards
23832,120,1966,For Love and Gold
54794,0,2002,Heartlands
33475,82,1951,Abbott and Costello Meet the Invisible Man
33472,77,1953,Abbott and Costello Go to Mars
33477,84,1949,"Abbott and Costello Meet the Killer, Boris Karloff"
10609,122,2004,The Life and Death of Peter Sellers
2091,99,2002,The Badge
11633,101,2004,Appleseed
35031,98,1969,The Milky Way
12127,86,1970,Pippi in the South Seas
11626,94,1970,Pippi on the Run
13563,102,1996,Puddle Cruiser
36430,0,2002,The Stickup
9947,97,2005,Elektra
6439,102,2005,Racing Stripes
7214,136,2005,Coach Carter
43504,112,1944,The Fighting Sullivans
24749,100,1984,Iceman
17657,148,1968,Ice Station Zebra
32546,110,2002,Lugares comunes
42390,96,1938,Boys Town
26488,87,2003,Torremolinos 73
61477,97,2002,Zhou Yu's Train
27429,87,1975,Shivers
27549,107,1991,Beastmaster 2: Through the Portal of Time
43892,98,1935,Gold Diggers of 1935
8422,178,1960,Rocco and His Brothers
11373,90,2003,Strawberries in the Supermarket
989,100,1940,The Mortal Storm
43779,117,1942,Once Upon a Honeymoon
49696,120,2002,Monday Morning
34778,67,1940,Christmas in July
25970,77,1942,I Married a Witch
100894,90,1933,The Mayor of Hell
44463,90,1931,The Miracle Woman
39504,124,2004,Moolaadé
14883,104,2004,This Girl's Life
11423,129,2003,Memories of Murder
16410,107,1954,Hobson's Choice
26581,82,1965,Dr. Who and the Daleks
342,98,2004,Summer Storm
613,156,2004,Downfall
273,107,2001,The White Sound
11637,95,2005,Are We There Yet?
11096,101,2005,Hide and Seek
22559,47,2005,Aliens of the Deep
8968,89,2005,Boogeyman
6961,88,2005,The Wedding Date
31165,104,2004,Inside I'm Dancing
2517,141,2004,Nobody Knows
11413,97,2004,Employee of the Month
24962,98,1995,Magic in the Water
17978,103,1970,The Great White Hope
42729,95,1965,A Study in Terror
56655,0,2004,Everything about Mustafa
22383,117,1966,The Professionals
43801,92,1941,The Devil and Miss Jones
41851,0,2004,Everyday People
58918,90,2002,Backflash
661,116,1979,The Marriage of Maria Braun
10310,124,1972,The Bitter Tears of Petra von Kant
36851,112,1939,Beau Geste
147882,81,1952,At Sword's Point
27007,82,2003,Overnight
29259,132,1960,Le Trou
53200,54,1992,Lessons of Darkness
55624,79,1971,Fata Morgana
2436,89,1994,Double Dragon
20196,95,1988,Mac and Me
61144,88,1991,Scorchers
6317,136,2003,Rosenstrasse
68822,96,1952,Casque d'Or
27430,94,1954,Touchez Pas au Grisbi
135473,101,1991,The Ballad of the Sad Cafe
41968,102,1988,The Deceivers
34090,91,1998,Siberia
34561,127,2003,Purple Butterfly
45174,99,2003,Easy
16638,182,1961,El Cid
118075,110,1997,Going All the Way
42011,127,1987,A Taxing Woman
7454,95,2001,The Bunker
70498,107,1966,A Fine Madness
63617,123,1942,Reap the Wild Wind
23132,136,2002,2009: Lost Memories
68348,119,1989,The Architecture of Doom
4935,119,2004,Howl's Moving Castle
8953,126,2004,Steamboy
10951,121,1999,Gorgeous
42845,101,1995,The Blade
193704,78,2005,Assisted Living
41569,98,2004,The Nomi Song
8488,118,2005,Hitch
13682,68,2005,Pooh's Heffalump Movie
12228,92,2005,Inside Deep Throat
32588,104,2003,Uncle Nino
57825,111,2004,Bride & Prejudice
561,121,2005,Constantine
10214,94,2005,Son of the Mask
17880,106,2005,Because of Winn-Dixie
8340,98,2005,Turtles Can Fly
6414,117,2004,Beautiful Boxer
27202,82,2003,Pauly Shore Is Dead
1942,107,1965,Bunny Lake Is Missing
61574,84,1973,Jeremy
21433,101,1990,Don't Tell Her It's Me
52778,95,1984,Until September
18279,127,2005,Frozen Land
10636,87,2002,Big Girls Don't Cry
123452,92,1938,White Banners
3040,114,2004,Night Watch
18538,92,2003,Dot the I
125953,90,2002,Sister Helen
41475,107,2004,Bright Leaves
44875,88,1941,Topper Returns
43128,68,1933,Sons of the Desert
42641,92,1930,Morocco
39179,54,2003,Surplus: Terrorized Into Being Consumers
29993,128,1949,Samson and Delilah
9470,99,2004,Kung Fu Hustle
36867,108,1998,Shark Skin Man and Peach Hip Girl
30698,180,2004,The Five People You Meet In Heaven
12721,85,1986,"No Retreat, No Surrender"
27042,5,2002,The ChubbChubbs!
37232,108,2003,Travellers and Magicians
19765,150,2003,Želary
125109,86,1994,Dragonworld
37527,95,1992,Dr. Giggles
43492,115,1945,The Corn Is Green
29578,113,1976,The Seven-Per-Cent Solution
54302,102,1975,Royal Flash
4710,110,1966,Masculin Féminin
26243,98,1945,Fallen Angel
52943,35,1972,The Phone Box
25103,95,1957,Night of the Demon
5204,105,2003,Control
89065,101,2005,Beautiful City
4974,90,2004,Five Times Two
30331,94,2001,Tart
258,100,1970,Bed and Board
8016,70,1948,Germany Year Zero
37601,101,1972,Tombs of the Blind Dead
4235,125,1969,The Sicilian Clan
31532,104,1932,Love Me Tonight
34614,98,2004,A Hole in My Heart
51177,106,2005,Bigger Than the Sky
16186,116,2005,Diary of a Mad Black Woman
10012,97,2005,Cursed
65967,108,2004,Up and Down
281189,0,2003,Gory Gory Hallelujah
10022,95,2005,The Pacifier
4551,118,2005,Be Cool
30856,85,2004,Gunner Palace
26,103,2004,Walk on Water
2026,113,2005,Hostage
9928,91,2005,Robots
29735,112,1973,The Laughing Policeman
76264,120,1993,Bopha!
15771,105,1991,Class Action
43912,98,1990,Courage Mountain
82432,89,2002,Kiss The Bride
3115,87,1966,Godzilla vs. The Sea Monster
6593,108,1993,Godzilla vs. Mechagodzilla II
116698,110,1982,That Championship Season
76403,105,1997,DNA
87169,96,1995,The Low Life
34093,82,1985,Rendez-vous
38148,97,1984,"Oh, God! You Devil"
77041,88,1993,Amongst Friends
167087,0,2000,Asfalto
34196,110,2003,God Is Brazilian
54380,123,2000,Captains of April
15443,96,2003,Blackball
36815,138,1965,The Agony and the Ecstasy
111017,123,1961,Return to Peyton Place
37598,115,1979,Butch and Sundance: The Early Days
40957,97,1959,It Happened to Jane
33539,71,1993,Once Upon a Forest
41749,88,1969,Hello Down There
88930,94,1961,All in a Night's Work
31835,91,1934,Twentieth Century
60966,108,1955,My Sister Eileen
85926,117,1960,Strangers When We Meet
1918,95,2004,Or (My Treasure)
20511,108,2004,Chronicles
133382,95,2005,Lackawanna Blues
22377,142,1968,The Green Berets
1093,88,1958,Elevator to the Gallows
45212,91,1946,The Diary of a Chambermaid
12622,103,1989,Violent Cop
25283,192,2004,Four Shades of Brown
18047,73,1971,Brian's Song
15018,104,1973,Thriller: A Cruel Picture
438,97,2004,Cube Zero
24546,97,2005,Into the Sun
57953,72,1997,Project Grizzly
64022,0,1986,Lumikuningatar
42222,117,1977,Julia
11297,118,2003,Save the Green Planet!
11196,109,2003,Stealing Rembrandt
33431,77,2002,A Snake of June
18770,138,1944,Thirty Seconds Over Tokyo
37988,95,2004,Vares: Private Eye
40916,99,1943,Girl Crazy
42837,112,1931,The 3 Penny Opera
1589,91,2003,The Boys from County Clare
13374,98,2005,Ice Princess
9688,100,2004,Melinda and Melinda
228890,90,2003,Milk and Honey
10040,115,2005,Miss Congeniality 2: Armed and Fabulous
11638,105,2005,Guess Who
540,91,2004,D.E.B.S.
77120,93,2004,A League of Ordinary Gentlemen
48463,94,2004,Incident at Loch Ness
44540,103,2002,Virginia's Run
21666,138,1979,Yanks
23916,107,1978,Paradise Alley
52277,102,2001,The Seagull's Laughter
32208,122,1995,Wild Horses
44634,94,2004,Woman Thou Art Loosed
84298,108,1931,Arrowsmith
76499,91,1935,Barbary Coast
43865,106,1937,Stella Dallas
48598,120,2003,Free Radicals
72847,109,1947,The Unfaithful
93313,99,1936,Come and Get It
32078,96,1950,Panic in the Streets
26038,111,1948,Call Northside 777
45694,87,1966,Young Törless
43029,126,1960,Bells Are Ringing
42622,141,1968,Finian's Rainbow
27495,93,1978,The Toolbox Murders
19884,120,1966,The Sword of Doom
47007,111,1996,Deep Crimson
37748,124,2002,800 Bullets
52302,89,1963,Matango: Attack of the Mushroom People
24922,98,1996,Ebola Syndrome
39327,98,1993,The Music of Chance
55563,82,1994,Tammy and the T-Rex
86458,98,1984,Mixed Blood
22434,88,1991,If Looks Could Kill
12778,113,1994,Greedy
16198,104,1999,My Neighbors the Yamadas
15283,119,1994,Pom Poko
158,87,1997,Knockin' on Heaven's Door
1772,129,1991,City of Hope
53939,103,1960,Sons and Lovers
19665,180,1997,The Arrow
36006,90,1935,Ruggles of Red Gap
73604,88,1968,Greetings
16301,110,2003,End of the Century: The Story of The Ramones
47002,117,1995,Love Letter
14573,114,2003,Natural City
18774,134,1963,This Sporting Life
44154,200,1971,A Touch of Zen
28448,94,1987,Walker
38155,95,1983,Zu: Warriors from the Magic Mountain
34282,99,1961,Whistle Down the Wind
27030,105,1953,The Earrings of Madame de...
120129,118,1999,No One Writes to the Colonel
22595,86,1928,Speedy
42994,113,1995,Memories
19545,96,1965,Invasion of Astro-Monster
21131,23,2003,Harvie Krumpet
47237,108,2002,Intimate Affairs
17592,83,2003,The Wild Parrots of Telegraph Hill
17113,111,2005,The Ballad of Jack and Rose
187,124,2005,Sin City
14177,105,2005,Beauty Shop
11399,110,2004,Look at Me
23638,97,2005,Dust to Glory
52796,90,2004,Winter Solstice
27271,92,1986,Eye of the Tiger
51945,115,2003,Not on the Lips
51104,131,1969,"Krakatoa, East of Java"
16551,111,1984,Rhinestone
26332,114,1973,Electra Glide in Blue
24964,97,1985,Bring on the Night
42229,110,1977,A Special Day
45220,103,1943,This Land Is Mine
52663,116,2000,The Foul King
49565,30,1987,The Man Who Planted Trees
2029,108,2001,Tanguy
44181,90,2003,National Lampoon's Gold Diggers
24619,99,2003,Blind Horizon
70926,104,1977,Islands in the Stream
37214,92,1951,Go for Broke!
26774,93,1971,The Blood on Satan's Claw
31944,101,1983,"Reuben, Reuben"
85673,72,1974,TNT Jackson
62637,137,1989,Why Has Bodhi-Dharma Left for the East?
94794,79,1993,Blue
50435,95,1977,Bilitis
42617,112,1969,Burn!
13524,167,1965,Battle of the Bulge
31219,93,1989,Ghosts... of the Civil Dead
19971,91,1976,The Little Girl Who Lives Down the Lane
47406,130,1974,Arabian Nights
49225,108,1969,Age of Consent
42691,104,1967,Oedipus Rex
9674,99,2000,Ringu 0
3875,117,2004,Brothers
24182,105,1992,"Dearest Relatives, Poisonous Relations"
38770,131,1941,Major Barbara
74948,107,1974,Steppenwolf
14689,189,1966,Hawaii
69321,91,1971,Pretty Maids All in a Row
31321,103,2000,Loners
26638,120,1964,Red Desert
37512,113,1976,Satan's Brew
9653,88,1931,Mädchen in Uniform
42637,104,1929,Diary of a Lost Girl
19673,117,1984,Sexmission
14842,103,2003,44 Minutes: The North Hollywood Shoot-Out
27883,107,1948,Macbeth
41115,98,1999,Garage Olimpo
32085,6,1982,Vincent
43824,108,1940,Waterloo Bridge
41954,267,1988,Hôtel Terminus: The Life and Times of Klaus Barbie
42611,251,1969,The Sorrow and the Pity
54156,93,1983,First Desires
39225,95,1968,With Six You Get Eggroll
30204,103,1963,"Move Over, Darling"
40633,122,1955,Love Me or Leave Me
4595,76,1949,Jour de Fête
26182,83,1941,The Big Store
42260,108,1975,Mother Küsters Goes to Heaven
31442,95,1962,Ivan's Childhood
775,14,1902,A Trip to the Moon
36971,99,2004,Whisky
50183,111,1977,The Ascent
45267,208,1962,Boccaccio '70
33641,84,2004,Frankenfish
13618,105,2004,Who's Your Daddy?
32128,175,2004,Category 6: Day of Destruction
36984,88,2004,Trespassing
48580,107,1996,A Self-Made Hero
36843,103,1990,Life Is Sweet
18871,101,1947,Ride the Pink Horse
69069,113,1978,The Chant of Jimmie Blacksmith
45713,104,1969,Double Suicide
104193,105,1969,Boy
64167,115,1991,Let Him Have It
124083,115,1993,Guelwaar
68528,128,1998,Dr. Akagi
34595,103,2003,Alexandra's Project
39851,111,2004,Clean
45161,86,2003,The Delicate Art of Parking
84084,154,1944,Wilson
84087,99,1941,Blossoms in the Dust
7453,109,2005,The Hitchhiker's Guide to the Galaxy
15961,107,2004,King's Game
6183,110,2005,Barefoot
8220,114,1983,Dark Habits
35170,96,1978,Snake and Crane Arts of Shaolin
20187,123,1975,The Eiger Sanction
38151,100,1960,It Started in Naples
20628,102,1971,Skin Game
43003,89,1973,F for Fake
16250,88,2003,Love Comes Softly
30863,81,2002,Mutant Aliens
49920,94,2001,Acts of Worship
31065,89,2004,Ike: Countdown to D-Day
22033,91,1970,Cry of the Banshee
37992,87,1944,Phantom Lady
32850,82,1949,Act of Violence
68883,96,1987,Rouge
43379,100,1951,Miracle in Milan
9393,117,2004,Before the Fall
16972,114,1979,The Frisco Kid
21325,112,2001,Onmyoji: The Yin Yang Master
13409,94,2005,State Property 2
14287,88,2004,The Year of the Yao
24363,97,2005,House of D
13073,100,2004,Palindromes
35384,90,2005,Down and Derby
113178,94,1999,A Wake in Providence
8976,107,2005,A Lot Like Love
27360,95,2005,King's Ransom
29078,101,2005,The Game of Their Lives
38717,99,2001,Madison
13020,110,2005,Enron: The Smartest Guys in the Room
11679,101,2005,xXx: State of the Union
25007,92,2005,Death of a Dynasty
1495,144,2005,Kingdom of Heaven
67445,90,2004,Jiminy Glick in Lalawood
11171,105,2004,Mysterious Skin
14750,93,1985,Mischief
43260,100,1956,Jubal
11799,120,1965,Viva Maria!
53116,115,1999,Between Your Legs
24444,94,1971,Zatôichi Meets the One-Armed Swordsman
83995,95,1960,The Angry Silence
42626,131,1968,Isadora
43881,115,1936,San Francisco
43344,92,1953,Él
26614,91,1931,La Chienne
133750,103,1983,Eréndira
16902,106,1939,The Private Lives of Elizabeth and Essex
41131,104,1948,The Search
31414,450,1994,Satantango
40730,99,1939,On Borrowed Time
15318,143,2004,The Taste of Tea
13384,110,1969,Kes
48993,117,1943,The Human Comedy
9463,80,1985,Vampire Hunter D
13163,88,2002,Buying the Cow
26810,89,2004,A Common Thread
20625,96,1929,The Cocoanuts
1566,103,1959,The Bridge
21997,95,2001,In the Time of the Butterflies
44658,117,1987,Dark Eyes
48130,95,2001,Edges of the Lord
27233,107,1996,Kids Return
41386,100,2005,The Fearless Freaks
24078,108,2003,Off the Map
43271,100,2004,Unconscious
26541,93,2003,The Tesseract
63066,94,2001,25 Watts
37720,150,1975,The Hiding Place
18050,137,1944,The Keys of the Kingdom
155325,0,1989,300 Miles to Heaven
31819,31,1917,The Adventurer
14672,92,2002,Crackerjack
11628,120,2002,Solino
10913,105,2005,Dear Wendy
11605,94,1963,The List of Adrian Messenger
16976,120,2003,9 Souls
38643,169,2003,Los Angeles Plays Itself
10027,103,2005,Unleashed
2444,114,1993,The Red Squirrel
43429,123,1997,Martin (Hache)
19413,115,1976,"Ugly, Dirty and Bad"
11139,107,1992,Leolo
10837,74,1990,DuckTales: The Movie - Treasure of the Lost Lamp
32610,93,1939,Babes in Arms
1279,95,2004,Samaritan Girl
1895,140,2005,Star Wars: Episode III - Revenge of the Sith
9981,95,2005,Kicking & Screaming
4379,101,2005,Monster-in-Law
31200,105,1979,Agatha
37215,79,1934,Death Takes a Holiday
56946,87,2003,Vodka Lemon
11019,83,2003,Deep Blue
28423,72,1940,The Invisible Woman
14694,103,2003,The Snow Walker
20271,105,1961,Divorce Italian Style
29872,83,1938,Carefree
85014,92,1983,Shaolin Drunkard
34856,92,2000,China Strike Force
46112,83,2002,Dawg
27,66,2004,9 Songs
16373,99,1944,The Uninvited
25649,100,2002,Bad Guy
100605,75,1943,December 7th
43506,114,1943,Bataan
953,86,2005,Madagascar
16605,105,2004,Somersault
42268,94,1974,11 Harrowhouse
13064,91,1993,Airborne
14358,105,2005,Mad Hot Ballroom
26825,95,2004,Tell Them Who You Are
12700,117,2005,Dominion: Prequel to the Exorcist
19316,91,2004,Saving Face
34309,99,1997,Most Wanted
921,144,2005,Cinderella Man
9779,119,2005,The Sisterhood of the Traveling Pants
9787,107,2005,Lords of Dogtown
16932,110,2003,After You
23825,93,2005,Rock School
14199,92,2005,The Adventures of Sharkboy and Lavagirl
10226,91,2003,High Tension
21295,90,2005,The Honeymooners
20651,131,2005,Parineeta
56321,91,1991,Toto the Hero
9528,104,2004,Ladies in Lavender
12109,90,2004,It's All Gone Pete Tong
47945,91,1993,Daybreak
13935,95,1998,When Trumpets Fade
20941,120,2004,Innocent Voices
18289,105,1989,Godzilla vs. Biollante
43471,128,1946,Anna and the King of Siam
65579,93,2005,Dirty Filthy Love
3011,130,1964,Good Neighbor Sam
13589,114,1999,Eddie Izzard: Dress to Kill
11620,171,1951,Quo Vadis
43354,94,1953,The Captain's Paradise
272,140,2005,Batman Begins
5845,76,2003,Aragami
15767,125,2004,Godzilla: Final Wars
44524,150,2004,Kings and Queen
15648,100,2005,The Perfect Man
9709,86,2004,My Summer of Love
29080,93,2005,Heights
10274,107,2005,The Deal
45881,120,2004,The Bridge of San Luis Rey
25248,95,2004,Saint Ralph
11451,101,2005,Herbie Fully Loaded
25312,100,2005,Yes
11683,93,2005,Land of the Dead
9722,102,2005,Bewitched
2287,86,2005,Rize
18497,104,2004,Exiles
47924,66,2001,Home Movie
43888,84,1935,Becky Sharp
2994,100,1968,Danger: Diabolik
76094,102,1936,The Trail of the Lonesome Pine
1382,90,2005,Me and You and Everyone We Know
9534,105,2004,Ferpect Crime
33908,125,2004,Three… Extremes
14653,100,2004,Happily Ever After
9976,100,2004,Satan's Little Helper
276,127,2004,The Edukators
28000,113,1956,Somebody Up There Likes Me
38731,124,1978,An Unmarried Woman
25876,88,1951,The Racket
93775,93,1952,The Member of the Wedding
25426,84,2003,Coronado
38046,93,2004,Retrograde
24703,93,2004,Trekkies 2
2151,90,2005,Man with the Screaming Brain
42491,103,1972,Ulzana's Raid
102841,84,1978,Rabbit Test
42488,204,1972,The New Land
120747,130,1944,The Adventures of Mark Twain
26323,90,1935,Bordertown
12574,97,1993,Cop and ½
115565,110,1992,Equinox
22968,82,1951,Father's Little Dividend
31901,90,1974,For Pete's Sake
50536,91,1993,Twenty Bucks
15719,94,1999,Do Not Disturb
28455,104,1991,Deceived
15938,78,1938,Room Service
2095,88,2002,Desert Saints
18503,105,2003,Caterina in the Big City
20914,140,1975,My Friends
22553,87,1939,At the Circus
26762,103,1973,The Outfit
34308,128,2004,Modigliani
43809,102,1940,Broadway Melody of 1940
11588,90,2004,The I Inside
74,116,2005,War of the Worlds
16659,100,1979,My Brilliant Career
39464,87,1971,Godzilla vs. Hedorah
28270,109,1966,Gambit
4889,111,1967,Billion Dollar Brain
1667,80,2005,March of the Penguins
78293,95,2004,Right Now
100196,84,1997,Julian Po
13014,62,2005,The God Who Wasn't There
18257,87,1974,Black Belt Jones
7233,103,2005,Rebound
78344,94,2003,Bonjour Monsieur Shlomi
73376,137,1991,The Inner Circle
1553,107,2005,The Beat That My Heart Skipped
9738,106,2005,Fantastic Four
14278,88,2005,Murderball
55650,120,2003,Saraband
125360,93,2001,Julie Johnson
9522,119,2005,Wedding Crashers
14922,128,2005,Happy Endings
77593,89,1979,C.H.O.M.P.S.
17599,125,1975,The Hindenburg
28706,91,1989,Staying Together
48232,93,1994,Twin Sitters
26654,86,1945,Conflict
1826,129,2005,Russian Dolls
54858,90,1979,The Crippled Masters
43100,132,1959,General Della Rovere
36484,100,2003,Rick
21886,96,1970,No Blade of Grass
84079,132,1958,A Time to Love and a Time to Die
43367,140,1952,The Big Sky
21115,120,2004,Fighter In The Wind
36401,113,2003,Pornography
38530,99,2003,Symmetry
38516,155,2005,Karol: A Man Who Became Pope
14646,110,1996,Family Resemblances
10476,116,2005,Hustle & Flow
11309,93,1990,Hardware
34012,98,1966,The Appaloosa
21366,68,1943,Journey Into Fear
31063,89,2004,The Calcium Kid
33693,85,2002,Funny Ha Ha
13341,113,2005,Bad News Bears
1696,107,2005,The Devil's Rejects
1665,96,2005,Last Days
9775,104,2003,November
11459,100,2005,Sky High
10048,121,2005,Stealth
11648,98,2005,Must Love Dogs
15258,89,2005,The Aristocrats
123049,111,1985,Twice in a Lifetime
42719,99,1966,Georgy Girl
41776,105,1992,This Is My Life
72899,123,1970,The Music Lovers
57866,78,1934,Kiss and Make-Up
10542,107,1996,Killer Condom
12497,108,2003,A Touch of Spice
5237,103,1992,Dust Devil
32242,100,2002,Phone
16320,119,2005,Serenity
19112,78,2004,The End of Suburbia: Oil Depletion and the Collapse of the American Dream
37640,120,1988,Let's Get Lost
193661,98,2004,The Talent Given Us
12259,204,1975,Sholay
308,105,2005,Broken Flowers
25074,127,1989,Mr. Canton and Lady Rose
26935,97,1998,Christmas in August
5319,188,1999,Hum Dil De Chuke Sanam
27449,71,1933,Baby Face
85783,89,1952,The Star
54139,92,1951,Fourteen Hours
26579,98,2004,The Heart is Deceitful Above All Things
40254,105,1998,Whispering Corridors
18882,97,2005,Man-Thing
42689,96,1967,Berserk
6519,104,2005,The Dukes of Hazzard
13919,108,2005,The Chumscrubber
25956,86,2005,Secuestro Express
1444,106,2005,Junebug
11453,83,2005,Deuce Bigalow: European Gigolo
9913,104,2005,The Skeleton Key
8292,109,2005,Four Brothers
13922,132,2005,The Great Raid
14166,105,2005,Pretty Persuasion
501,103,2005,Grizzly Man
31542,186,1978,The Tree of Wooden Clogs
28201,94,2005,The Girl in the Café
18165,96,2004,The 24th Day
27292,88,1972,Prime Cut
57103,121,1959,The Best of Everything
37204,110,1963,Summer Magic
41279,89,1962,The Three Stooges Meet Hercules
32051,88,1975,Race with the Devil
37284,102,2003,Acacia
37254,91,2001,Mermaid Chronicles Part 1: She Creature
18976,177,2001,Attila
42741,98,1972,Un Flic
17110,92,2004,One Point O
25975,90,2005,My Date with Drew
17824,82,1985,Private Resort
11328,100,2004,Pusher II: With Blood on My Hands
108348,88,1936,A Woman Rebels
15907,100,2005,Duma
68850,82,1957,Bitter Victory
46825,89,2004,Lila Says
22965,68,1940,Doomed to Die
11848,72,1954,Animal Farm
34921,96,1972,Winter Soldier
37270,87,2002,The Third Wheel
27217,109,2002,The Sea
25199,94,1989,Teen Witch
53857,98,1937,The Last of Mrs. Cheyney
306323,85,2005,Homesick
52660,96,1991,Cast a Deadly Spell
85420,105,1978,Movie Movie
43313,123,1956,The Teahouse of the August Moon
12147,103,2002,Do Fish Do It?
31977,122,2005,Black
6957,116,2005,The 40 Year Old Virgin
1917,126,2003,Who Killed Bambi?
79684,92,1940,Contraband
11460,85,2005,Red Eye
33459,0,2004,Lightning Bug
14674,100,1958,Man of the West
14134,175,2004,Main Hoon Na
19404,190,1995,Dilwale Dulhania Le Jayenge
42034,94,1985,Dreamchild
35304,92,2004,Miss Sweden
94529,98,1952,My Cousin Rachel
445,117,2005,Caché
74840,104,1995,Nobody Will Speak of Us When We're Dead
9564,109,1999,Asterix & Obelix Take on Caesar
102081,134,1958,The Key
21290,88,2004,Strings
20874,135,1986,Kin-dza-dza!
37185,118,1996,Comrades: Almost a Love Story
17186,80,2005,Supercross
14175,76,2005,Valiant
4442,118,2005,The Brothers Grimm
59882,87,1943,The Desperadoes
22741,64,1942,Black Dragons
44413,106,2004,The Holy Girl
65513,102,2004,They Came Back
13169,91,2005,The Baxter
9042,97,2005,The Cave
17926,97,2005,Undiscovered
1985,129,2005,The Constant Gardener
9335,87,2005,Transporter 2
56214,90,2005,Margaret Cho: Assassin
9007,95,2005,Just Like Heaven
1830,122,2005,Lord of War
10092,90,2005,Cry_Wolf
340,106,2005,Everything is Illuminated
1546,96,2005,Thumbsucker
23703,96,2005,The Thing About My Folks
47488,85,2004,HellBent
15155,96,2002,G
78734,95,1937,In Old Chicago
51277,81,1934,Now and Forever
61675,107,1998,L.A. Without a Map
59704,108,1991,Where Angels Fear to Tread
65215,88,2005,Family Guy Presents Stewie Griffin: The Untold Story
36832,80,1983,Born in Flames
17386,90,1983,Revenge of the Ninja
16374,140,2005,Sometimes in April
14759,88,2003,Bookies
121043,105,1969,Angel In My Pocket
10753,101,1988,Police Story 2
27053,93,1939,Le Jour se Lève
30230,68,1933,International House
11636,123,2004,New Police Story
44407,81,1937,The Edge of the World
43529,99,1939,Golden Boy
14286,98,2005,Why We Fight
61044,118,1970,Companeros
1676,110,1967,Will Penny
27645,98,1971,200 Motels
34181,119,1964,Gertrud
26259,91,1966,Come Drink with Me
77744,108,1940,Kitty Foyle
8814,105,2005,Doom
9923,127,2005,Domino
7553,94,2005,Waiting...
8202,93,2005,Æon Flux
3118,100,1984,Frankenstein 90
2125,101,1991,Wedlock
1947,108,2005,An Unfinished Life
9074,83,2005,The Man
16133,120,2004,Survive Style 5+
10319,82,1979,Woyzeck
28001,68,1934,It's a Gift
49220,105,2005,Zozo
17584,128,2001,Blue Hill Avenue
42168,124,1979,Chapter Two
29656,102,2003,16 Years of Alcohol
8643,122,2005,The Exorcism of Emily Rose
9315,98,2005,Flightplan
3933,77,2005,Corpse Bride
8923,109,2005,Green Street Hooligans
59,96,2005,A History of Violence
15487,120,2005,The Greatest Game Ever Played
398,114,2005,Capote
18651,93,1939,The Story of Vernon and Irene Castle
30941,99,1971,The Anderson Tapes
10254,96,2004,Born to Fight
647,101,2005,Final Fantasy VII: Advent Children
349,93,2005,Cockles and Muscles
14544,112,2005,Roll Bounce
20668,100,2005,Daltry Calhoun
11968,110,2005,Into the Blue
27176,99,2005,"The Prize Winner of Defiance, Ohio"
14517,101,2005,Mirrormask
88286,110,2001,Kwik Stop
31227,126,2005,4
36909,96,1993,American Yakuza
56518,75,1950,The Flowers of St. Francis
17209,91,2004,Madhouse
10087,122,2005,Man to Man
11627,134,1943,Münchhausen
533,85,2005,The Curse of the Were-Rabbit
10703,153,2005,Seven Swords
5236,103,2005,Kiss Kiss Bang Bang
32237,97,2003,Whispering Corridors 3: Wishing Stairs
11344,120,2005,A Bittersweet Life
9060,91,2004,Dumplings
31056,86,1988,A Short Film About Love
43807,141,1940,"All This, and Heaven Too"
14788,73,2005,Bubble
5471,103,2005,Beowulf & Grendel
19082,208,2005,No Direction Home: Bob Dylan
46315,73,1970,Valerie and Her Week of Wonders
45799,118,1990,Everybody's Fine
36498,101,1944,Hail the Conquering Hero
9763,118,2005,Goal!: The Dream Begins
30082,108,2005,Forty Shades of Blue
56475,99,2004,Touch the Sound
24019,352,2003,Angels in America
15058,89,2004,Speak
10017,93,1986,The Wraith
10475,94,2005,Factotum
1559,99,1974,Sweet Movie
20674,101,1990,By Dawn's Early Light
3527,123,2005,Don't Come Knocking
27974,82,1936,Bullets or Ballots
